,name,coordinates,nearestSchool,nearestSchool_distance,Y,X,School_Name,real_distance,real_duration
6509,5 Belmore Road Balwyn North VIC 3104,"[-37.800746, 145.063676]",Kew High School,0.5774,-37.79555,145.06336,Kew High School,0.7,1.1
6510,3 Stuart Ct Balwyn North VIC 3104,"[-37.7942371, 145.1033816]",St Bridget's School,0.1871,-37.79592,145.10325,St Bridget's School,0.5,1.8
6511,105/78 Doncaster Road Balwyn North VIC 3104,"[-37.7930885, 145.0720366]",St Bede's School,0.111,-37.79352,145.0709,St Bede's School,0.1,0.6
6512,10 Ashby Court Balwyn North VIC 3104,"[-37.79661, 145.075112]",Balwyn North Primary School,0.1701,-37.7967,145.07704,Balwyn North Primary School,0.5,1.3
6513,14 Loma Linda Grove Balwyn North VIC 3104,"[-37.8014252, 145.0948063]",Greythorn Primary School,0.1016,-37.80143,145.09596,Greythorn Primary School,0.1,0.2
6514,34 Singleton Road Balwyn North VIC 3104,"[-37.7819238, 145.0912731]",Boroondara Park Primary School,0.8859,-37.78944,145.08789,Boroondara Park Primary School,1.5,2.8
6515,2 Moule Avenue Balwyn North VIC 3104,"[-37.7985443, 145.1015283]",St Bridget's School,0.3284,-37.79592,145.10325,St Bridget's School,0.4,1.0
6516,9 Jason Crt Balwyn North VIC 3104,"[-37.7852216, 145.0845908]",Boroondara Park Primary School,0.5511,-37.78944,145.08789,Boroondara Park Primary School,0.9,2.3
6517,46a Yeneda Street Balwyn North VIC 3104,"[-37.8018598, 145.1033385]",Greythorn Primary School,0.6516,-37.80143,145.09596,Greythorn Primary School,1.3,2.2
6518,67 Sylvander Street Balwyn North VIC 3104,"[-37.7866631, 145.0943754]",Boroondara Park Primary School,0.6491,-37.78944,145.08789,Boroondara Park Primary School,1.0,3.2
6519,2/14 Sylvan Street Balwyn North VIC 3104,"[-37.79872599999999, 145.0786062]",Balwyn High School,0.1881,-37.79786,145.07677,Balwyn High School,0.2,0.8
6520,23 Oravel Street Balwyn North VIC 3104,"[-37.78573799999999, 145.0972623]",Boroondara Park Primary School,0.9222,-37.78944,145.08789,Boroondara Park Primary School,2.3,3.7
6521,13 Moreton Street Balwyn North VIC 3104,"[-37.7839593, 145.0939445]",Boroondara Park Primary School,0.809,-37.78944,145.08789,Boroondara Park Primary School,1.0,3.2
6522,2/26 Maud Street Balwyn North VIC 3104,"[-37.795057, 145.067243]",Kew High School,0.3463,-37.79555,145.06336,Kew High School,0.5,0.8
6523,1/68 Aylmer Street Balwyn North VIC 3104,"[-37.7995443, 145.0675764]",Kew High School,0.5783,-37.79555,145.06336,Kew High School,0.8,1.3
6524,16 Ventnor Street Balwyn North VIC 3104,"[-37.7827272, 145.0943539]",Boroondara Park Primary School,0.9377,-37.78944,145.08789,Boroondara Park Primary School,2.0,3.6
6525,45 Cityview Road Balwyn North VIC 3104,"[-37.7897741, 145.079037]",Boroondara Park Primary School,0.7807,-37.78944,145.08789,Boroondara Park Primary School,1.5,3.2
6526,114 Bulleen Rd Balwyn North VIC 3104,"[-37.784104, 145.0782616]",Belle Vue Primary School,0.1791,-37.78252,145.07865,Belle Vue Primary School,0.2,0.6
6527,Balwyn North VIC 3104,"[-37.7941151, 145.0879338]",Boroondara Park Primary School,0.5189,-37.78944,145.08789,Boroondara Park Primary School,0.6,1.4
6528,5/55 Robert Street Bulleen VIC 3105,"[-37.7589792, 145.0860691]",Bulleen Heights School,0.9255,-37.76329,145.09506,Bulleen Heights School,2.0,3.6
6529,15 The Crest Bulleen VIC 3105,"[-37.7757388, 145.0920055]",Marcellin College,0.8284,-37.77478,145.08268,Marcellin College,1.2,3.3
6530,13A Virginia Court Bulleen VIC 3105,"[-37.7666852, 145.0933905]",St Clement of Rome School,0.2782,-37.7673,145.09033,St Clement of Rome School,0.5,1.4
6531,2 Olga Mews Bulleen VIC 3105,"[-37.7609127, 145.0920486]",Bulleen Heights School,0.3742,-37.76329,145.09506,Bulleen Heights School,1.3,3.6
6532,50 Lincoln Drive Bulleen VIC 3105,"[-37.77269709999999, 145.0949571]",St Clement of Rome School,0.7246,-37.7673,145.09033,St Clement of Rome School,1.1,2.0
6533,11 Lincoln Drive Bulleen VIC 3105,"[-37.7695572, 145.0950218]",St Clement of Rome School,0.4834,-37.7673,145.09033,St Clement of Rome School,0.7,1.1
6534,2/29 Elizabeth Street Bulleen VIC 3105,"[-37.758962, 145.084881]",Bulleen Heights School,1.0175,-37.76329,145.09506,Bulleen Heights School,2.1,3.3
6535,6 Calderwood Street Bulleen VIC 3105,"[-37.7742383, 145.1030368]",St Clement of Rome School,1.3588,-37.7673,145.09033,St Clement of Rome School,1.8,2.9
6536,2/1 Derreck Avenue Bulleen VIC 3105,"[-37.765777, 145.0905413]",St Clement of Rome School,0.1701,-37.7673,145.09033,St Clement of Rome School,0.2,0.4
6537,6/2 Kandanga Grove Bulleen VIC 3105,"[-37.77155279999999, 145.0938691]",St Clement of Rome School,0.5657,-37.7673,145.09033,St Clement of Rome School,1.0,1.8
6538,2/17 Moresby Avenue Bulleen VIC 3105,"[-37.7776975, 145.0937975]",Marcellin College,1.0316,-37.77478,145.08268,Marcellin College,1.7,4.4
6539,89 Helene Street Bulleen VIC 3105,"[-37.7582367, 145.087266]",Bulleen Heights School,0.8867,-37.76329,145.09506,Bulleen Heights School,2.1,3.3
6540,4 Barak Street Bulleen VIC 3105,"[-37.7759841, 145.086512]",Marcellin College,0.3631,-37.77478,145.08268,Marcellin College,0.5,1.9
6541,Bulleen VIC 3105,"[-37.7660476, 145.0879338]",St Clement of Rome School,0.2528,-37.7673,145.09033,St Clement of Rome School,1.0,1.3
6542,3/2 Kandanga Grove Bulleen VIC 3105,"[-37.77155279999999, 145.0938691]",St Clement of Rome School,0.5657,-37.7673,145.09033,St Clement of Rome School,1.0,1.8
6543,2 Helene Street Bulleen VIC 3105,"[-37.7645178, 145.0867059]",St Clement of Rome School,0.4442,-37.7673,145.09033,St Clement of Rome School,0.6,0.8
6544,1/32 Helene Street Bulleen VIC 3105,"[-37.7622521, 145.087032]",St Clement of Rome School,0.6312,-37.7673,145.09033,St Clement of Rome School,0.9,1.2
6545,30 Moresby Avenue Bulleen VIC 3105,"[-37.7766061, 145.0938153]",Marcellin College,1.0017,-37.77478,145.08268,Marcellin College,1.5,4.0
6546,28 Lincoln Drive Bulleen VIC 3105,"[-37.7712017, 145.0952372]",St Clement of Rome School,0.6119,-37.7673,145.09033,St Clement of Rome School,0.9,1.5
6547,34 Helene Street Bulleen VIC 3105,"[-37.7621045, 145.0871367]",St Clement of Rome School,0.6416,-37.7673,145.09033,St Clement of Rome School,0.9,1.2
6548,22 Riverview Tce Bulleen VIC 3105,"[-37.7742485, 145.0963576]",St Clement of Rome School,0.9364,-37.7673,145.09033,St Clement of Rome School,1.5,2.1
6549,1/4 Robert Street Bulleen VIC 3105,"[-37.763582, 145.0857142]",St Clement of Rome School,0.5794,-37.7673,145.09033,St Clement of Rome School,0.7,1.0
6550,302/170 Bulleen Road Bulleen VIC 3105,"[-37.7658291, 145.0822036]",St Clement of Rome School,0.7344,-37.7673,145.09033,St Clement of Rome School,1.6,2.7
6551,36 Tuckers Road Templestowe VIC 3106,"[-37.7705048, 145.1560154]",Serpell Primary School,0.0778,-37.7699,145.15557,Serpell Primary School,0.1,0.1
6552,115 Atkinson Street Templestowe VIC 3106,"[-37.75475590000001, 145.132518]",Templestowe Park Primary School,0.9614,-37.75627,145.14326,Templestowe Park Primary School,1.7,2.6
6553,81 James Street Templestowe VIC 3106,"[-37.7559865, 145.1242415]",Templestowe College,1.2815,-37.76743,145.12231,Templestowe College,2.5,4.8
6554,7 Martindale Place Templestowe VIC 3106,"[-37.75659880000001, 145.1563173]",Templestowe Park Primary School,1.1512,-37.75627,145.14326,Templestowe Park Primary School,1.7,4.6
6555,102/12 Swilk Street Templestowe VIC 3106,"[-37.7566992, 145.1244486]",Templestowe College,1.2058,-37.76743,145.12231,Templestowe College,2.2,3.9
6556,18/131 Parker Street Templestowe VIC 3106,"[-37.757131, 145.126551]",Templestowe College,1.2026,-37.76743,145.12231,Templestowe College,2.5,4.2
6557,49 Hawtin Street Templestowe VIC 3106,"[-37.7566673, 145.1349321]",Templestowe Park Primary School,0.7352,-37.75627,145.14326,Templestowe Park Primary School,1.5,2.8
6558,34/31-33 King Street Templestowe VIC 3106,"[-37.7732038, 145.1496447]",Serpell Primary School,0.638,-37.7699,145.15557,Serpell Primary School,1.0,1.3
6559,9 Meadow Place Templestowe VIC 3106,"[-37.7612678, 145.1538379]",St Charles Borromeo School,0.6908,-37.76748,145.15431,St Charles Borromeo School,1.3,3.4
6560,12 Princely Terrace Templestowe VIC 3106,"[-37.7568182, 145.1482325]",Templestowe Park Primary School,0.4424,-37.75627,145.14326,Templestowe Park Primary School,0.8,2.6
6561,107A Atkinson Street Templestowe VIC 3106,"[-37.7547403, 145.1316547]",Templestowe Park Primary School,1.0367,-37.75627,145.14326,Templestowe Park Primary School,1.7,2.5
6562,5 Louisa Place Templestowe VIC 3106,"[-37.7596666, 145.1580424]",St Charles Borromeo School,0.9275,-37.76748,145.15431,St Charles Borromeo School,1.7,4.8
6563,3/239 Williamsons Road Templestowe VIC 3106,"[-37.761209, 145.132925]",Templestowe Park Primary School,1.063,-37.75627,145.14326,Templestowe Park Primary School,1.5,2.2
6564,71 Newmans Rd Templestowe VIC 3106,"[-37.7496784, 145.154614]",Templestowe Park Primary School,1.2395,-37.75627,145.14326,Templestowe Park Primary School,1.5,2.2
6565,7 Parklea Close Templestowe VIC 3106,"[-37.7711933, 145.1487284]",Serpell Primary School,0.6196,-37.7699,145.15557,Serpell Primary School,1.5,2.9
6566,83 Atkinson Street Templestowe VIC 3106,"[-37.7541666, 145.127302]",Templestowe Park Primary School,1.4255,-37.75627,145.14326,Templestowe Park Primary School,2.0,3.1
6567,4/252 Williamsons Road Templestowe VIC 3106,"[-37.7603332, 145.1347103]",Templestowe Park Primary School,0.8781,-37.75627,145.14326,Templestowe Park Primary School,1.4,2.2
6568,Templestowe VIC 3106,"[-37.7537669, 145.1486206]",Templestowe Park Primary School,0.548,-37.75627,145.14326,Templestowe Park Primary School,0.7,0.8
6569,39 Birchgrove Crescent Templestowe VIC 3106,"[-37.7723495, 145.1448911]",Serpell Primary School,0.9794,-37.7699,145.15557,Serpell Primary School,1.5,2.8
6570,27C Glendale Avenue Templestowe VIC 3106,"[-37.7582724, 145.1332939]",Templestowe Park Primary School,0.9059,-37.75627,145.14326,Templestowe Park Primary School,1.5,2.6
6571,6/243 Williamsons Road Templestowe VIC 3106,"[-37.76089899999999, 145.133355]",Templestowe Park Primary School,1.0128,-37.75627,145.14326,Templestowe Park Primary School,1.4,2.1
6572,73 O'Briens Lane Templestowe VIC 3106,"[-37.7469162, 145.1468528]",Templestowe Park Primary School,1.0854,-37.75627,145.14326,Templestowe Park Primary School,1.8,2.9
6573,8/420 Church Road Templestowe VIC 3106,"[-37.75467010000001, 145.1439711]",Templestowe Park Primary School,0.1883,-37.75627,145.14326,Templestowe Park Primary School,0.2,0.2
6574,2/69 Anderson Street Templestowe VIC 3106,"[-37.7530755, 145.1304508]",Templestowe Park Primary School,1.1832,-37.75627,145.14326,Templestowe Park Primary School,1.5,2.2
6575,32 Glenair Street Templestowe Lower VIC 3107,"[-37.7636958, 145.1156642]",Templestowe Heights Primary School,0.5076,-37.76721,145.11935,Templestowe Heights Primary School,0.7,1.8
6576,301A Thompsons Road Templestowe Lower VIC 3107,"[-37.7650865, 145.1085745]",Templestowe Valley Primary School,0.5019,-37.76061,145.10938,Templestowe Valley Primary School,0.8,1.7
6577,301 Thompsons Road Templestowe Lower VIC 3107,"[-37.7650865, 145.1085745]",Templestowe Valley Primary School,0.5019,-37.76061,145.10938,Templestowe Valley Primary School,0.8,1.7
6578,8 Sheahans Road Templestowe Lower VIC 3107,"[-37.7566188, 145.0932982]",Bulleen Heights School,0.7565,-37.76329,145.09506,Bulleen Heights School,0.9,2.6
6579,6 Hickory Street Templestowe Lower VIC 3107,"[-37.7704838, 145.1265692]",Templestowe College,0.5057,-37.76743,145.12231,Templestowe College,0.8,1.6
6580,51 Olympus Drive Templestowe Lower VIC 3107,"[-37.7759611, 145.1222157]",St Gregory the Great School,0.5149,-37.7806,145.12228,St Gregory the Great School,1.2,3.9
6581,1/8 Ashford Street Templestowe Lower VIC 3107,"[-37.7592668, 145.1206324]",Templestowe Heights Primary School,0.8888,-37.76721,145.11935,Templestowe Heights Primary School,1.1,1.6
6582,3/30 Foote Street Templestowe Lower VIC 3107,"[-37.7581244, 145.1171319]",Templestowe Valley Primary School,0.7367,-37.76061,145.10938,Templestowe Valley Primary School,1.2,2.7
6583,3/4 Sunhill Road Templestowe Lower VIC 3107,"[-37.766031, 145.106334]",Templestowe Valley Primary School,0.6588,-37.76061,145.10938,Templestowe Valley Primary School,1.1,2.1
6584,3/53 Astley Street Templestowe Lower VIC 3107,"[-37.7615478, 145.1104923]",Templestowe Valley Primary School,0.143,-37.76061,145.10938,Templestowe Valley Primary School,0.4,0.9
6585,66 Morang Avenue Templestowe Lower VIC 3107,"[-37.7585469, 145.094677]",Bulleen Heights School,0.5275,-37.76329,145.09506,Bulleen Heights School,0.6,2.0
6586,3/5 Foote St Templestowe Lower VIC 3107,"[-37.7570278, 145.1149746]",Templestowe Valley Primary School,0.6333,-37.76061,145.10938,Templestowe Valley Primary School,1.7,3.3
6587,2/41 Chatsworth Quadrant Templestowe Lower VIC 3107,"[-37.7611659, 145.1028644]",Templestowe Valley Primary School,0.5774,-37.76061,145.10938,Templestowe Valley Primary School,0.8,2.0
6588,2/16 Rosa Street Templestowe Lower VIC 3107,"[-37.7713651, 145.1141773]",Templestowe Heights Primary School,0.6484,-37.76721,145.11935,Templestowe Heights Primary School,0.8,1.5
6589,6 Verene Avenue Templestowe Lower VIC 3107,"[-37.7679186, 145.1177761]",Templestowe Heights Primary School,0.1594,-37.76721,145.11935,Templestowe Heights Primary School,0.2,0.6
6590,1/380 High Street Templestowe Lower VIC 3107,"[-37.7584499, 145.1186452]",Templestowe Valley Primary School,0.8509,-37.76061,145.10938,Templestowe Valley Primary School,1.4,3.1
6591,13 Dingley Street Templestowe Lower VIC 3107,"[-37.7601627, 145.1059026]",Templestowe Valley Primary School,0.3104,-37.76061,145.10938,Templestowe Valley Primary School,0.4,0.8
6592,12 Romilly Avenue Templestowe Lower VIC 3107,"[-37.7676406, 145.1258364]",Templestowe College,0.3116,-37.76743,145.12231,Templestowe College,0.8,2.1
6593,207 High Street Templestowe Lower VIC 3107,"[-37.7724462, 145.1147806]",Templestowe Heights Primary School,0.707,-37.76721,145.11935,Templestowe Heights Primary School,0.8,1.2
6594,3/17 Firth Street Doncaster VIC 3108,"[-37.7864412, 145.121517]",St Gregory the Great School,0.6518,-37.7806,145.12228,St Gregory the Great School,1.8,4.4
6595,2/3 Ada Street Doncaster VIC 3108,"[-37.7893467, 145.1204721]",Birralee Primary School,0.7733,-37.79342,145.11335,Birralee Primary School,1.2,4.0
6596,104/88 Tram Road Doncaster VIC 3108,"[-37.7893242, 145.1253863]",Doncaster Primary School,0.47,-37.7868,145.12967,Doncaster Primary School,0.7,1.7
6597,47A Turana Street Doncaster VIC 3108,"[-37.7837769, 145.1325395]",Doncaster Primary School,0.4201,-37.7868,145.12967,Doncaster Primary School,0.9,1.8
6598,8 Glenda Street Doncaster VIC 3108,"[-37.7830051, 145.104265]",Birralee Primary School,1.4059,-37.79342,145.11335,Birralee Primary School,2.3,5.8
6599,414E/59 Stables Circuit Doncaster VIC 3108,"[-37.7872881, 145.1159781]",Birralee Primary School,0.7189,-37.79342,145.11335,Birralee Primary School,1.1,3.8
6600,20/3 Sovereign Point Court Doncaster VIC 3108,"[-37.7836694, 145.1230131]",St Gregory the Great School,0.3467,-37.7806,145.12228,St Gregory the Great School,1.0,3.1
6601,109/83 Tram Road Doncaster VIC 3108,"[-37.7899452, 145.1251106]",Doncaster Primary School,0.5321,-37.7868,145.12967,Doncaster Primary School,0.8,1.9
6602,215/600 DONCASTER Road Doncaster VIC 3108,"[-37.78795119999999, 145.1240065]",Doncaster Primary School,0.515,-37.7868,145.12967,Doncaster Primary School,0.7,2.0
6603,2/5 Myers Court Doncaster VIC 3108,"[-37.792884, 145.1275175]",Doncaster Primary School,0.7014,-37.7868,145.12967,Doncaster Primary School,1.3,3.2
6604,1/5 Myers Court Doncaster VIC 3108,"[-37.792884, 145.1275175]",Doncaster Primary School,0.7014,-37.7868,145.12967,Doncaster Primary School,1.3,3.2
6605,24 Wilsons Rd Doncaster VIC 3108,"[-37.7922744, 145.1186056]",Birralee Primary School,0.4801,-37.79342,145.11335,Birralee Primary School,0.7,2.1
6606,3/44 Frederick St Doncaster VIC 3108,"[-37.7920373, 145.1261573]",Doncaster Primary School,0.6585,-37.7868,145.12967,Doncaster Primary School,1.0,2.6
6607,706/1 Grosvenor Street Doncaster VIC 3108,"[-37.7832157, 145.1279763]",Doncaster Primary School,0.4249,-37.7868,145.12967,Doncaster Primary School,0.6,2.2
6608,1 Marroo Street Doncaster VIC 3108,"[-37.7915036, 145.1179054]",Birralee Primary School,0.4541,-37.79342,145.11335,Birralee Primary School,0.7,2.0
6609,8/36 Westfield Drive Doncaster VIC 3108,"[-37.7826753, 145.127108]",St Gregory the Great School,0.4837,-37.7806,145.12228,St Gregory the Great School,1.1,3.8
6610,6 Merrigum Court Doncaster VIC 3108,"[-37.781356099999996, 145.1424333]",Doncaster Gardens Primary School,0.4824,-37.78161,145.1479,Doncaster Gardens Primary School,1.0,2.0
6611,403/101 Tram Road Doncaster VIC 3108,"[-37.7880093, 145.124504]",Doncaster Primary School,0.4744,-37.7868,145.12967,Doncaster Primary School,0.7,2.1
6612,50 Windella Quadrant Doncaster VIC 3108,"[-37.79528699999999, 145.134697]",Kerrimuir Primary School,0.9328,-37.80368,145.13525,Kerrimuir Primary School,2.6,6.4
6613,402/7 Berkeley Street Doncaster VIC 3108,"[-37.78601, 145.128764]",Doncaster Primary School,0.1186,-37.7868,145.12967,Doncaster Primary School,0.2,0.5
6614,914/20 Hepburn Road Doncaster VIC 3108,"[-37.7882609, 145.1291987]",Doncaster Primary School,0.1674,-37.7868,145.12967,Doncaster Primary School,0.3,1.1
6615,13/32 Ballamore Crescent Doncaster VIC 3108,"[-37.7687124, 145.1330358]",Templestowe College,0.9557,-37.76743,145.12231,Templestowe College,1.6,3.8
6616,81 Wilsons Road Doncaster VIC 3108,"[-37.7913222, 145.1123886]",Birralee Primary School,0.2478,-37.79342,145.11335,Birralee Primary School,0.3,1.3
6617,209/5 Hanke Road Doncaster VIC 3108,"[-37.7909598, 145.1231211]",Doncaster Primary School,0.7389,-37.7868,145.12967,Doncaster Primary School,1.1,2.7
6618,3/17 Robyn Street Doncaster VIC 3108,"[-37.7842069, 145.1312678]",Doncaster Primary School,0.3204,-37.7868,145.12967,Doncaster Primary School,0.4,1.5
6619,6 Vintage Avenue Doncaster VIC 3108,"[-37.7797713, 145.1173797]",St Gregory the Great School,0.4414,-37.7806,145.12228,St Gregory the Great School,1.8,6.3
6620,1105/20-24 Hepburn Road Doncaster VIC 3108,"[-37.788433, 145.129546]",Doncaster Primary School,0.1816,-37.7868,145.12967,Doncaster Primary School,0.3,0.9
6621,2/15 Buckingham Crescent Doncaster VIC 3108,"[-37.78038400000001, 145.107675]",St Gregory the Great School,1.2868,-37.7806,145.12228,St Gregory the Great School,2.9,5.8
6622,411 Manningham Road Doncaster VIC 3108,"[-37.7776021, 145.1209106]",St Gregory the Great School,0.3539,-37.7806,145.12228,St Gregory the Great School,0.9,2.6
6623,311/1 Grosvenor Street Doncaster VIC 3108,"[-37.7832157, 145.1279763]",Doncaster Primary School,0.4249,-37.7868,145.12967,Doncaster Primary School,0.6,2.2
6624,2 Old Orchard Way Doncaster VIC 3108,"[-37.7800003, 145.1403641]",Doncaster Secondary College,0.5477,-37.78458,145.13805,Doncaster Secondary College,0.7,1.0
6625,305/13-15 Goodson Street Doncaster VIC 3108,"[-37.7851226, 145.1281857]",Doncaster Primary School,0.2275,-37.7868,145.12967,Doncaster Primary School,0.3,0.9
6626,20 Larkspur Avenue Doncaster VIC 3108,"[-37.79474, 145.1322593]",Doncaster Primary School,0.9103,-37.7868,145.12967,Doncaster Primary School,1.5,4.3
6627,3 Goodson Street Doncaster VIC 3108,"[-37.7852048, 145.1292418]",Doncaster Primary School,0.181,-37.7868,145.12967,Doncaster Primary School,0.3,1.0
6628,2/784 Elgar Road Doncaster VIC 3108,"[-37.7906432, 145.1231062]",Doncaster Primary School,0.7185,-37.7868,145.12967,Doncaster Primary School,0.9,2.3
6629,48 Stanton Street Doncaster VIC 3108,"[-37.7934623, 145.110988]",Birralee Primary School,0.2081,-37.79342,145.11335,Birralee Primary School,0.4,1.2
6630,311/632 Doncaster Road Doncaster VIC 3108,"[-37.7877712, 145.1265091]",Doncaster Primary School,0.2986,-37.7868,145.12967,Doncaster Primary School,0.7,1.9
6631,215/20 Hepburn Road Doncaster VIC 3108,"[-37.7882609, 145.1291987]",Doncaster Primary School,0.1674,-37.7868,145.12967,Doncaster Primary School,0.3,1.1
6632,4/57-59 Whittens Lane Doncaster VIC 3108,"[-37.7917224, 145.1308128]",Doncaster Primary School,0.5555,-37.7868,145.12967,Doncaster Primary School,1.0,2.0
6633,36 Boyd Street Doncaster VIC 3108,"[-37.7923926, 145.1241122]",Doncaster Primary School,0.7905,-37.7868,145.12967,Doncaster Primary School,1.2,3.2
6634,33 Thiele Street Doncaster VIC 3108,"[-37.7826486, 145.1357512]",Doncaster Secondary College,0.2949,-37.78458,145.13805,Doncaster Secondary College,0.7,1.1
6635,401/600 Doncaster Road Doncaster VIC 3108,"[-37.78795119999999, 145.1240065]",Doncaster Primary School,0.515,-37.7868,145.12967,Doncaster Primary School,0.7,2.0
6636,101/65 Stables Circuit Doncaster VIC 3108,"[-37.78677150000001, 145.1155242]",Birralee Primary School,0.7624,-37.79342,145.11335,Birralee Primary School,1.0,3.6
6637,2/25 Frederick Street Doncaster VIC 3108,"[-37.7899282, 145.1259384]",Doncaster Primary School,0.4781,-37.7868,145.12967,Doncaster Primary School,0.8,2.1
