,name,coordinates,nearestSchool,nearestSchool_distance,Y,X,School_Name,real_distance,real_duration
6343,7/47 Pakington Street Kew VIC 3101,"[-37.8012617, 145.0347178]",Kew Primary School,0.2887,-37.80364,145.03339,Kew Primary School,1.1,2.6
6344,26 Malmsbury Street Kew VIC 3101,"[-37.8027374, 145.0341149]",Kew Primary School,0.1188,-37.80364,145.03339,Kew Primary School,1.0,2.3
6345,25/380 High Street Kew VIC 3101,"[-37.8045946, 145.0375566]",Andale School,0.1678,-37.80551,145.03604,Andale School,0.2,0.4
6346,2/39 Walpole Street Kew VIC 3101,"[-37.8037103, 145.0314884]",Giant Steps Melbourne,0.1654,-37.80222,145.03148,Giant Steps Melbourne,0.2,0.5
6347,103/56 Harp Road Kew VIC 3101,"[-37.7999882, 145.0537735]",Kew East Primary School,0.5642,-37.79647,145.04915,Kew East Primary School,0.8,1.8
6348,7/8-10 James Avenue Kew VIC 3101,"[-37.8009383, 145.0382703]",Kew Primary School,0.5241,-37.80364,145.03339,Kew Primary School,1.2,3.5
6349,9 Derby Street Kew VIC 3101,"[-37.8038709, 145.0368601]",Andale School,0.1957,-37.80551,145.03604,Andale School,0.2,0.6
6350,3/18 Gladstone Street Kew VIC 3101,"[-37.8023497, 145.0411123]",Andale School,0.568,-37.80551,145.03604,Andale School,0.6,1.0
6351,6/26 Edgevale Road Kew VIC 3101,"[-37.8143086, 145.0429424]",Methodist Ladies' College,0.3941,-37.81395,145.03849,Methodist Ladies' College,0.7,1.7
6352,1 Molesworth Street Kew VIC 3101,"[-37.8016119, 145.0287974]",Giant Steps Melbourne,0.2457,-37.80222,145.03148,Giant Steps Melbourne,0.3,0.8
6353,38 Vaughan Cres Kew VIC 3101,"[-37.793037, 145.0236241]",Giant Steps Melbourne,1.2319,-37.80222,145.03148,Giant Steps Melbourne,1.7,3.5
6354,73A Brougham Street Kew VIC 3101,"[-37.8036897, 145.0305501]",Giant Steps Melbourne,0.1825,-37.80222,145.03148,Giant Steps Melbourne,0.2,0.5
6355,7 Lower Drive Kew VIC 3101,"[-37.7976499, 145.0280439]",Giant Steps Melbourne,0.5907,-37.80222,145.03148,Giant Steps Melbourne,0.8,1.5
6356,36 Cypress Way Kew VIC 3101,"[-37.7945984, 145.0250731]",Giant Steps Melbourne,1.0169,-37.80222,145.03148,Giant Steps Melbourne,1.6,2.8
6357,8/72 Cobden Street Kew VIC 3101,"[-37.8013335, 145.0366554]",Kew Primary School,0.385,-37.80364,145.03339,Kew Primary School,1.0,2.4
6358,1/69 Parkhill Road Kew VIC 3101,"[-37.805312, 145.052599]",Genazzano FCJ College,0.4933,-37.80897,145.05578,Genazzano FCJ College,0.9,1.2
6359,G09/59 Earl Street Kew VIC 3101,"[-37.7950446, 145.035253]",Giant Steps Melbourne,0.863,-37.80222,145.03148,Giant Steps Melbourne,1.1,1.7
6360,16/60 Princess Street Kew VIC 3101,"[-37.80411, 145.029582]",Giant Steps Melbourne,0.2682,-37.80222,145.03148,Giant Steps Melbourne,0.4,0.7
6361,1/2-4 Namur Street Kew VIC 3101,"[-37.79537320000001, 145.0591269]",Kew High School,0.3734,-37.79555,145.06336,Kew High School,0.8,1.6
6362,2/17 Pakington Street Kew VIC 3101,"[-37.8035129, 145.0342982]",Kew Primary School,0.0812,-37.80364,145.03339,Kew Primary School,0.6,2.2
6363,3/5 Wimba Avenue Kew VIC 3101,"[-37.808104, 145.050025]",Genazzano FCJ College,0.5158,-37.80897,145.05578,Genazzano FCJ College,0.7,1.1
6364,4/233 Cotham Road Kew VIC 3101,"[-37.8089193, 145.0499961]",Genazzano FCJ College,0.5094,-37.80897,145.05578,Genazzano FCJ College,0.6,0.9
6365,1/21 Hartington Street Kew VIC 3101,"[-37.8013522, 145.0417797]",Andale School,0.6845,-37.80551,145.03604,Andale School,0.8,1.4
6366,20 Kent Street Kew VIC 3101,"[-37.8064294, 145.0404879]",Andale School,0.4048,-37.80551,145.03604,Andale School,0.8,1.8
6367,1/62 Tennyson Street Kew VIC 3101,"[-37.7976372, 145.0371722]",Giant Steps Melbourne,0.7142,-37.80222,145.03148,Giant Steps Melbourne,1.0,1.9
6368,1/238 Princess Street Kew VIC 3101,"[-37.7922962, 145.031879]",Alphington Primary School,0.9742,-37.78352,145.03201,Alphington Primary School,3.4,7.9
6369,13/152 Princess Street Kew VIC 3101,"[-37.796528, 145.030984]",Giant Steps Melbourne,0.6333,-37.80222,145.03148,Giant Steps Melbourne,0.8,1.3
6370,18 Second Avenue Kew VIC 3101,"[-37.8038348, 145.0612018]",Deepdene Primary School,0.5036,-37.80837,145.06136,Deepdene Primary School,0.6,0.9
6371,3/134 Brougham Street Kew VIC 3101,"[-37.8003413, 145.0315267]",Giant Steps Melbourne,0.2086,-37.80222,145.03148,Giant Steps Melbourne,0.3,0.4
6372,11 May Street Kew VIC 3101,"[-37.8123728, 145.0435884]",Ruyton Girls' School,0.4127,-37.81111,145.03918,Ruyton Girls' School,0.8,1.6
6373,202/20 Main Drive Kew VIC 3101,"[-37.7978058, 145.0237402]",Giant Steps Melbourne,0.8395,-37.80222,145.03148,Giant Steps Melbourne,1.1,2.3
6374,203/140 Cotham Road Kew VIC 3101,"[-37.8079326, 145.0391615]",Ruyton Girls' School,0.3527,-37.81111,145.03918,Ruyton Girls' School,0.6,1.1
6375,5/27 Pakington Street Kew VIC 3101,"[-37.8023245, 145.0345671]",Kew Primary School,0.1791,-37.80364,145.03339,Kew Primary School,0.9,2.3
6376,G01/136 Princess Street Kew VIC 3101,"[-37.7977835, 145.0308641]",Giant Steps Melbourne,0.4954,-37.80222,145.03148,Giant Steps Melbourne,0.6,1.1
6377,3/20 Park Crescent Kew VIC 3101,"[-37.7989675, 145.0394672]",Kew Primary School,0.7453,-37.80364,145.03339,Kew Primary School,1.5,4.0
6378,201/140 Cotham Road Kew VIC 3101,"[-37.8079326, 145.0391615]",Ruyton Girls' School,0.3527,-37.81111,145.03918,Ruyton Girls' School,0.6,1.1
6379,101/191 Barkers Road Kew VIC 3101,"[-37.8141997, 145.0349115]",Methodist Ladies' College,0.3163,-37.81395,145.03849,Methodist Ladies' College,0.4,1.1
6380,3/167 Brougham Street Kew VIC 3101,"[-37.7976663, 145.0313808]",Giant Steps Melbourne,0.5055,-37.80222,145.03148,Giant Steps Melbourne,0.6,0.8
6381,1/309 Barkers Road Kew VIC 3101,"[-37.8154989, 145.0451496]",Carey Baptist Grammar School,0.2483,-37.81478,145.04782,Carey Baptist Grammar School,0.3,1.0
6382,2/42 Studley Avenue Kew VIC 3101,"[-37.80188, 145.025762]",Giant Steps Melbourne,0.505,-37.80222,145.03148,Giant Steps Melbourne,0.7,2.1
6383,62 Brougham Street Kew VIC 3101,"[-37.8037617, 145.0308856]",Giant Steps Melbourne,0.1789,-37.80222,145.03148,Giant Steps Melbourne,0.2,0.5
6384,148 Brougham Street Kew VIC 3101,"[-37.7992839, 145.0317898]",Giant Steps Melbourne,0.327,-37.80222,145.03148,Giant Steps Melbourne,0.4,0.6
6385,3/10 Grange Road Kew VIC 3101,"[-37.8126263, 145.057499]",Genazzano FCJ College,0.4331,-37.80897,145.05578,Genazzano FCJ College,0.6,1.6
6386,207/56 Harp Road Kew VIC 3101,"[-37.7999882, 145.0537735]",Kew East Primary School,0.5642,-37.79647,145.04915,Kew East Primary School,0.8,1.8
6387,6/26 Gladstone Street Kew VIC 3101,"[-37.8020904, 145.0410477]",Andale School,0.5818,-37.80551,145.03604,Andale School,0.7,1.1
6388,3/66 High Street South Kew VIC 3101,"[-37.804533, 145.0370484]",Andale School,0.1402,-37.80551,145.03604,Andale School,0.2,0.3
6389,56 Malmsbury Street Kew VIC 3101,"[-37.8029901, 145.0360203]",Kew Primary School,0.2426,-37.80364,145.03339,Kew Primary School,0.8,2.1
6390,2/3 Mountain Grove Kew VIC 3101,"[-37.8129514, 145.0583743]",Our Lady of Good Counsel School,0.4408,-37.81108,145.06279,Our Lady of Good Counsel School,0.9,1.6
6391,G01/191 Barkers Road Kew VIC 3101,"[-37.8141997, 145.0349115]",Methodist Ladies' College,0.3163,-37.81395,145.03849,Methodist Ladies' College,0.4,1.1
6392,35 Tennyson Street Kew VIC 3101,"[-37.7983043, 145.0362571]",Giant Steps Melbourne,0.6049,-37.80222,145.03148,Giant Steps Melbourne,0.9,1.8
6393,2/24 Hartington Street Kew VIC 3101,"[-37.8012713, 145.0425118]",Andale School,0.739,-37.80551,145.03604,Andale School,0.8,1.3
6394,1/39 Walpole Street Kew VIC 3101,"[-37.8037103, 145.0314884]",Giant Steps Melbourne,0.1654,-37.80222,145.03148,Giant Steps Melbourne,0.2,0.5
6395,20 Wiltshire Drive Kew VIC 3101,"[-37.7941345, 145.0238205]",Giant Steps Melbourne,1.1227,-37.80222,145.03148,Giant Steps Melbourne,1.7,3.3
6396,5 Blythswood Court Kew VIC 3101,"[-37.8112237, 145.0174529]",Yarra Primary School,0.9565,-37.81464,145.00748,Yarra Primary School,1.9,3.7
6397,2/139 High Street Kew VIC 3101,"[-37.80690999999999, 145.0299383]",Kew Primary School,0.4734,-37.80364,145.03339,Kew Primary School,0.5,1.5
6398,3/425 Barkers Road Kew VIC 3101,"[-37.8168472, 145.056475]",Camberwell Girls Grammar School,0.3217,-37.81821,145.0597,Camberwell Girls Grammar School,0.4,0.7
6399,6/1 Wills Street Kew VIC 3101,"[-37.79938110000001, 145.0299466]",Giant Steps Melbourne,0.3428,-37.80222,145.03148,Giant Steps Melbourne,0.5,0.9
6400,8 Stoke Avenue Kew VIC 3101,"[-37.8078515, 145.0584911]",Deepdene Primary School,0.2591,-37.80837,145.06136,Deepdene Primary School,0.3,0.6
6401,3/162 Princess Street Kew VIC 3101,"[-37.7961767, 145.0309887]",Giant Steps Melbourne,0.6722,-37.80222,145.03148,Giant Steps Melbourne,0.8,1.3
6402,5/499 High Street Kew VIC 3101,"[-37.8019075, 145.0438766]",Kew East Primary School,0.7615,-37.79647,145.04915,Kew East Primary School,0.9,1.8
6403,UNIT 11/40-44 EDGEVALE ROAD Kew VIC 3101,"[-37.8137007, 145.0429208]",Methodist Ladies' College,0.3911,-37.81395,145.03849,Methodist Ladies' College,0.7,1.7
6404,78 Disraeli Street Kew VIC 3101,"[-37.7995783, 145.0401003]",Kew Primary School,0.7433,-37.80364,145.03339,Kew Primary School,1.7,3.6
6405,1/57 Westbrook Street Kew VIC 3101,"[-37.79362589999999, 145.0528557]",Kew East Primary School,0.4541,-37.79647,145.04915,Kew East Primary School,1.3,2.3
6406,3/4 Yarra Street Kew VIC 3101,"[-37.8042329, 145.0232218]",Giant Steps Melbourne,0.7608,-37.80222,145.03148,Giant Steps Melbourne,1.1,3.0
6407,2/19 Grandview Terrace Kew VIC 3101,"[-37.7935676, 145.0344491]",Giant Steps Melbourne,0.9953,-37.80222,145.03148,Giant Steps Melbourne,1.3,2.2
6408,2/150 Princess Street Kew VIC 3101,"[-37.796806, 145.031272]",Giant Steps Melbourne,0.6012,-37.80222,145.03148,Giant Steps Melbourne,0.8,1.3
6409,104 Wiltshire Drive Kew VIC 3101,"[-37.7941345, 145.0238205]",Giant Steps Melbourne,1.1227,-37.80222,145.03148,Giant Steps Melbourne,1.7,3.3
6410,5/285 Barkers Road Kew VIC 3101,"[-37.8151922, 145.0430716]",Carey Baptist Grammar School,0.4206,-37.81478,145.04782,Carey Baptist Grammar School,0.5,1.2
6411,6/54 Studley Park Road Kew VIC 3101,"[-37.8065492, 145.0211148]",Giant Steps Melbourne,1.0316,-37.80222,145.03148,Giant Steps Melbourne,1.4,2.7
6412,14/54 Studley Park Road Kew VIC 3101,"[-37.8065492, 145.0211148]",Giant Steps Melbourne,1.0316,-37.80222,145.03148,Giant Steps Melbourne,1.4,2.7
6413,80 Wiltshire Drive Kew VIC 3101,"[-37.7941345, 145.0238205]",Giant Steps Melbourne,1.1227,-37.80222,145.03148,Giant Steps Melbourne,1.7,3.3
6414,4/10 Eglinton Street Kew VIC 3101,"[-37.7994589, 145.0307885]",Giant Steps Melbourne,0.3125,-37.80222,145.03148,Giant Steps Melbourne,0.4,0.7
6415,4/4 Yarra Street Kew VIC 3101,"[-37.8042329, 145.0232218]",Giant Steps Melbourne,0.7608,-37.80222,145.03148,Giant Steps Melbourne,1.1,3.0
6416,1/29 Mary Street Kew VIC 3101,"[-37.8055034, 145.0378611]",Andale School,0.1604,-37.80551,145.03604,Andale School,0.5,0.9
6417,1/20 Rossfield Avenue Kew VIC 3101,"[-37.813203, 145.0414568]",Methodist Ladies' College,0.2741,-37.81395,145.03849,Methodist Ladies' College,0.7,1.6
6418,101/189 Barkers Road Kew VIC 3101,"[-37.8141852, 145.0346535]",Xavier College,0.315,-37.81386,145.0311,Xavier College,0.3,0.4
6419,203/55-59 Earl Street Kew VIC 3101,"[-37.7950446, 145.035253]",Giant Steps Melbourne,0.863,-37.80222,145.03148,Giant Steps Melbourne,1.1,1.7
6420,8/27-29 Brougham Street Kew VIC 3101,"[-37.8054652, 145.0301951]",Kew Primary School,0.3467,-37.80364,145.03339,Kew Primary School,0.7,1.9
6421,38 Alfred Street Kew VIC 3101,"[-37.8108581, 145.0513692]",Genazzano FCJ College,0.4413,-37.80897,145.05578,Genazzano FCJ College,0.6,1.5
6422,3/272 Cotham Rd Kew VIC 3101,"[-37.8092102, 145.0492945]",Genazzano FCJ College,0.5717,-37.80897,145.05578,Genazzano FCJ College,0.6,1.0
6423,21 Gladstone Street Kew VIC 3101,"[-37.8019886, 145.0403156]",Andale School,0.5427,-37.80551,145.03604,Andale School,0.6,1.2
6424,2/142 Princess Street Kew VIC 3101,"[-37.7972904, 145.0309717]",Giant Steps Melbourne,0.549,-37.80222,145.03148,Giant Steps Melbourne,0.7,1.2
6425,13/37-51 Foley Street Kew VIC 3101,"[-37.8108483, 145.0269975]",Xavier College,0.4922,-37.81386,145.0311,Xavier College,0.8,1.5
6426,6/1289 Burke Road Kew VIC 3101,"[-37.805271, 145.0611816]",Deepdene Primary School,0.3443,-37.80837,145.06136,Deepdene Primary School,0.3,0.5
6427,93 Gladstone Street Kew VIC 3101,"[-37.7988684, 145.041995]",Kew East Primary School,0.6841,-37.79647,145.04915,Kew East Primary School,0.9,2.0
6428,5/15 Cobden St Kew VIC 3101,"[-37.803887, 145.0355144]",Andale School,0.186,-37.80551,145.03604,Andale School,0.2,0.5
6429,108/1375 Burke Road Kew VIC 3101,"[-37.797595, 145.0628399]",Kew High School,0.2316,-37.79555,145.06336,Kew High School,0.2,0.3
6430,106/191 Barkers Road Kew VIC 3101,"[-37.8141997, 145.0349115]",Methodist Ladies' College,0.3163,-37.81395,145.03849,Methodist Ladies' College,0.4,1.1
6431,1/1289 Burke Road Kew VIC 3101,"[-37.805271, 145.0611816]",Deepdene Primary School,0.3443,-37.80837,145.06136,Deepdene Primary School,0.3,0.5
6432,1/1 Namur Street Kew East VIC 3102,"[-37.7953456, 145.0586984]",Kew High School,0.4112,-37.79555,145.06336,Kew High School,0.8,1.6
6433,4/829 High Street Kew East VIC 3102,"[-37.79429020000001, 145.0616907]",Kew High School,0.2029,-37.79555,145.06336,Kew High School,0.5,0.9
6434,2/17 Munro St Kew East VIC 3102,"[-37.7914365, 145.0620215]",Kew High School,0.4715,-37.79555,145.06336,Kew High School,0.6,1.4
6435,1/15 Munro St Kew East VIC 3102,"[-37.7916, 145.062064]",Kew High School,0.453,-37.79555,145.06336,Kew High School,0.6,1.4
6436,101/1377 Burke Road Kew East VIC 3102,"[-37.7973942, 145.0627322]",Kew High School,0.212,-37.79555,145.06336,Kew High School,0.2,0.4
6437,46 Munro Street Kew East VIC 3102,"[-37.7893604, 145.0630122]",Kew High School,0.6877,-37.79555,145.06336,Kew High School,1.0,1.8
6438,21 Irymple Avenue Kew East VIC 3102,"[-37.7945171, 145.0574876]",Kew High School,0.5298,-37.79555,145.06336,Kew High School,1.0,2.0
6439,1/111 Kilby Rd Kew East VIC 3102,"[-37.7919052, 145.0537205]",Kew East Primary School,0.6471,-37.79647,145.04915,Kew East Primary School,1.3,1.9
6440,2/64 Harp Road Kew East VIC 3102,"[-37.8002067, 145.0546349]",Kew East Primary School,0.6367,-37.79647,145.04915,Kew East Primary School,0.9,2.0
6441,2A Woodlands Avenue Kew East VIC 3102,"[-37.7996312, 145.0569822]",Kew High School,0.7216,-37.79555,145.06336,Kew High School,1.2,1.9
6442,G02/1375 Burke Road Kew East VIC 3102,"[-37.797595, 145.0628399]",Kew High School,0.2316,-37.79555,145.06336,Kew High School,0.2,0.3
6443,9a Clyde Street Kew East VIC 3102,"[-37.7961382, 145.0549147]",Kew East Primary School,0.5091,-37.79647,145.04915,Kew East Primary School,0.6,2.2
6444,5/11 Clyde Street Kew East VIC 3102,"[-37.7960123, 145.0547422]",Kew East Primary School,0.4951,-37.79647,145.04915,Kew East Primary School,0.7,2.2
6445,4/55 Strathalbyn Street Kew East VIC 3102,"[-37.7954296, 145.0511684]",Kew East Primary School,0.212,-37.79647,145.04915,Kew East Primary School,0.4,1.0
6446,3/69 Windella Avenue Kew East VIC 3102,"[-37.7940103, 145.0502308]",Kew East Primary School,0.2891,-37.79647,145.04915,Kew East Primary School,0.7,1.2
6447,102/56 Harp Road Kew East VIC 3102,"[-37.7999882, 145.0537735]",Kew East Primary School,0.5642,-37.79647,145.04915,Kew East Primary School,0.8,1.8
6448,147 Kilby Road Kew East VIC 3102,"[-37.7923786, 145.0570729]",Kew High School,0.6562,-37.79555,145.06336,Kew High School,0.9,1.6
6449,8 Namur Street Kew East VIC 3102,"[-37.7950242, 145.0591764]",Kew High School,0.3731,-37.79555,145.06336,Kew High School,0.8,1.7
6450,1/87 Harp Road Kew East VIC 3102,"[-37.7999161, 145.0570683]",Kew High School,0.7361,-37.79555,145.06336,Kew High School,1.1,1.8
6451,2/19 Hartwood Street Kew East VIC 3102,"[-37.7960467, 145.0535517]",Kew East Primary School,0.3905,-37.79647,145.04915,Kew East Primary School,0.5,1.5
6452,4/48 Weir Street Balwyn VIC 3103,"[-37.8138545, 145.0846163]",St Paul's College Balwyn,0.2587,-37.81235,145.08686,St Paul's College Balwyn,0.4,0.8
6453,2/5 Jurang Road Balwyn VIC 3103,"[-37.81029729999999, 145.0823694]",Balwyn Primary School,0.4136,-37.81394,145.08138,Balwyn Primary School,0.4,0.8
6454,37 Kireep Road Balwyn VIC 3103,"[-37.8099153, 145.0891187]",St Paul's College Balwyn,0.3355,-37.81235,145.08686,St Paul's College Balwyn,0.6,1.2
6455,1/910 Burke Road Deepdene VIC 3103,"[-37.8149503, 145.0601237]",Camberwell Girls Grammar School,0.3637,-37.81821,145.0597,Camberwell Girls Grammar School,0.4,1.1
6456,3/1 Birtles St Balwyn VIC 3103,"[-37.8020431, 145.0668994]",Kew High School,0.7852,-37.79555,145.06336,Kew High School,1.1,1.6
6457,1/18 Raynes Street Balwyn VIC 3103,"[-37.8059881, 145.0895961]",St Paul's College Balwyn,0.7461,-37.81235,145.08686,St Paul's College Balwyn,1.3,2.8
6458,8/206 Whitehorse Road Balwyn VIC 3103,"[-37.8128387, 145.077723]",Balwyn Primary School,0.3444,-37.81394,145.08138,Balwyn Primary School,0.5,1.1
6459,12/2A Brenbeal Street Balwyn VIC 3103,"[-37.8127664, 145.0870525]",St Paul's College Balwyn,0.0492,-37.81235,145.08686,St Paul's College Balwyn,0.1,0.2
6460,3/3 King Street Balwyn VIC 3103,"[-37.80652389999999, 145.0650739]",Deepdene Primary School,0.3859,-37.80837,145.06136,Deepdene Primary School,0.6,1.1
6461,10/3 Boston Road Balwyn VIC 3103,"[-37.8167112, 145.0768614]",Fintona Girls' School,0.3506,-37.81516,145.08033,Fintona Girls' School,0.9,1.6
6462,15/31 Barnsbury Road Deepdene VIC 3103,"[-37.8118971, 145.0649505]",Our Lady of Good Counsel School,0.2108,-37.81108,145.06279,Our Lady of Good Counsel School,0.3,0.8
6463,19 Parkdale Avenue Balwyn VIC 3103,"[-37.808077, 145.0897865]",St Paul's College Balwyn,0.5398,-37.81235,145.08686,St Paul's College Balwyn,0.9,1.7
6464,4/11-13 Peverill Street Deepdene VIC 3103,"[-37.8141874, 145.0613622]",Our Lady of Good Counsel School,0.3671,-37.81108,145.06279,Our Lady of Good Counsel School,0.8,1.6
6465,4/4 Parring Road Balwyn VIC 3103,"[-37.813194, 145.091778]",St Paul's College Balwyn,0.4431,-37.81235,145.08686,St Paul's College Balwyn,0.6,0.9
6466,37 Yerrin Street Balwyn VIC 3103,"[-37.8092375, 145.0843578]",St Paul's College Balwyn,0.4097,-37.81235,145.08686,St Paul's College Balwyn,0.6,0.9
6467,7 Myambert Avenue Balwyn VIC 3103,"[-37.8161357, 145.0713258]",Camberwell Grammar School,0.4329,-37.81609,145.06641,Camberwell Grammar School,0.6,1.1
6468,6/39 Barnsbury Road Deepdene VIC 3103,"[-37.8113345, 145.0651228]",Our Lady of Good Counsel School,0.2074,-37.81108,145.06279,Our Lady of Good Counsel School,0.3,0.6
6469,15a Winmalee Road Balwyn VIC 3103,"[-37.8066029, 145.0849394]",Belmore School,0.4224,-37.80428,145.08114,Belmore School,0.6,1.0
6470,6/3 Kireep Road Balwyn VIC 3103,"[-37.81287, 145.088646]",St Paul's College Balwyn,0.1675,-37.81235,145.08686,St Paul's College Balwyn,0.4,1.0
6471,85 Yerrin Street Balwyn VIC 3103,"[-37.8045203, 145.0851548]",Belmore School,0.3546,-37.80428,145.08114,Belmore School,0.6,0.9
6472,4/109 Balwyn Road Balwyn VIC 3103,"[-37.8114989, 145.0810888]",Balwyn Primary School,0.2722,-37.81394,145.08138,Balwyn Primary School,0.3,0.7
6473,12 Meadow Grove Deepdene VIC 3103,"[-37.8098716, 145.0672766]",Our Lady of Good Counsel School,0.4172,-37.81108,145.06279,Our Lady of Good Counsel School,0.5,0.9
6474,1/13 Peverill Street Deepdene VIC 3103,"[-37.8141874, 145.0613622]",Our Lady of Good Counsel School,0.3671,-37.81108,145.06279,Our Lady of Good Counsel School,0.8,1.6
6475,14 Hardwicke Street Balwyn VIC 3103,"[-37.8102835, 145.0722735]",Camberwell Grammar School,0.8258,-37.81609,145.06641,Camberwell Grammar School,1.3,2.7
6476,1/70 Metung Street Balwyn VIC 3103,"[-37.802528, 145.071294]",Balwyn High School,0.7078,-37.79786,145.07677,Balwyn High School,1.0,1.7
6477,5/1 Conway Crescent Balwyn VIC 3103,"[-37.8146014, 145.0864474]",St Paul's College Balwyn,0.2525,-37.81235,145.08686,St Paul's College Balwyn,0.4,0.9
6478,1/3 Birtles Street Balwyn VIC 3103,"[-37.8022125, 145.0666089]",Kew High School,0.7929,-37.79555,145.06336,Kew High School,1.0,1.6
6479,103/29 Belgrove Avenue Balwyn VIC 3103,"[-37.8041383, 145.0837546]",Belmore School,0.2308,-37.80428,145.08114,Belmore School,0.3,0.7
6480,5/20 Kireep Road Balwyn VIC 3103,"[-37.8117548, 145.0897153]",St Paul's College Balwyn,0.26,-37.81235,145.08686,St Paul's College Balwyn,0.5,1.4
6481,2/1 Parring Road Balwyn VIC 3103,"[-37.8131613, 145.0905621]",St Paul's College Balwyn,0.3382,-37.81235,145.08686,St Paul's College Balwyn,0.6,0.9
6482,2/232-234 Belmore Road Balwyn VIC 3103,"[-37.804874, 145.0907461]",Greythorn Primary School,0.5975,-37.80143,145.09596,Greythorn Primary School,1.0,1.2
6483,1 & 3/335 Whitehorse Road Balwyn VIC 3103,"[-37.8125891, 145.0806135]",Balwyn Primary School,0.1644,-37.81394,145.08138,Balwyn Primary School,0.2,0.5
6484,2 Birdwood Street Balwyn VIC 3103,"[-37.8030443, 145.0628148]",Deepdene Primary School,0.6048,-37.80837,145.06136,Deepdene Primary School,0.7,1.0
6485,210/201 Whitehorse Road Balwyn VIC 3103,"[-37.8115288, 145.0725535]",Camberwell Grammar School,0.7409,-37.81609,145.06641,Camberwell Grammar School,1.2,2.5
6486,G07/201 WHITEHORSE RD Balwyn VIC 3103,"[-37.8115288, 145.0725535]",Camberwell Grammar School,0.7409,-37.81609,145.06641,Camberwell Grammar School,1.2,2.5
6487,8 Eyre Street Balwyn VIC 3103,"[-37.8054696, 145.063443]",Deepdene Primary School,0.3705,-37.80837,145.06136,Deepdene Primary School,0.5,0.8
6488,3 Ajana Street Balwyn North VIC 3104,"[-37.8027361, 145.0982535]",Greythorn Primary School,0.2486,-37.80143,145.09596,Greythorn Primary School,0.4,0.6
6489,7 Nevada Street Balwyn North VIC 3104,"[-37.7854545, 145.0881492]",Boroondara Park Primary School,0.4429,-37.78944,145.08789,Boroondara Park Primary School,0.8,1.8
6490,2/14 Hatfield Street Balwyn North VIC 3104,"[-37.7954119, 145.0657095]",Kew High School,0.2075,-37.79555,145.06336,Kew High School,0.5,0.7
6491,3/12 Thea Avenue Balwyn North VIC 3104,"[-37.7977019, 145.098967]",St Bridget's School,0.4259,-37.79592,145.10325,St Bridget's School,0.5,1.4
6492,1/1062 Burke Rd Balwyn North VIC 3104,"[-37.8006024, 145.0627948]",Kew High School,0.563,-37.79555,145.06336,Kew High School,0.6,0.9
6493,8A Hatfield Street Balwyn North VIC 3104,"[-37.7942382, 145.0662457]",Kew High School,0.2929,-37.79555,145.06336,Kew High School,0.4,0.7
6494,10 Eurolie Street Balwyn North VIC 3104,"[-37.7975576, 145.07796]",Balwyn High School,0.1101,-37.79786,145.07677,Balwyn High School,0.4,0.9
6495,9 Kendari Ave Balwyn North VIC 3104,"[-37.8008811, 145.072015]",Balwyn High School,0.5365,-37.79786,145.07677,Balwyn High School,1.0,1.8
6496,83 Clifton Street Balwyn North VIC 3104,"[-37.7930306, 145.1038125]",St Bridget's School,0.3245,-37.79592,145.10325,St Bridget's School,0.8,1.6
6497,5/77-79 Winfield Road Balwyn North VIC 3104,"[-37.7944245, 145.1059203]",St Bridget's School,0.2879,-37.79592,145.10325,St Bridget's School,0.7,1.4
6498,3/46-48 Maud Street Balwyn North VIC 3104,"[-37.7953078, 145.0705504]",St Bede's School,0.2008,-37.79352,145.0709,St Bede's School,0.3,0.7
6499,2/279 Balwyn Road Balwyn North VIC 3104,"[-37.7915018, 145.0849475]",Boroondara Park Primary School,0.3458,-37.78944,145.08789,Boroondara Park Primary School,0.8,1.4
6500,34 Ursa Street Balwyn North VIC 3104,"[-37.7853673, 145.0759998]",Belle Vue Primary School,0.3929,-37.78252,145.07865,Belle Vue Primary School,0.5,1.6
6501,217 Doncaster Road Balwyn North VIC 3104,"[-37.7937695, 145.086749]",Boroondara Park Primary School,0.4909,-37.78944,145.08789,Boroondara Park Primary School,0.6,1.3
6502,23 Maylands Avenue Balwyn North VIC 3104,"[-37.7981386, 145.0673627]",Kew High School,0.4548,-37.79555,145.06336,Kew High School,0.6,0.9
6503,1B Moody Street Balwyn North VIC 3104,"[-37.7973027, 145.0702919]",St Bede's School,0.4233,-37.79352,145.0709,St Bede's School,0.6,1.3
6504,2/12 Lawson Street Balwyn North VIC 3104,"[-37.800306, 145.068128]",Kew High School,0.6745,-37.79555,145.06336,Kew High School,0.9,1.5
6505,2 Riverside Avenue Balwyn North VIC 3104,"[-37.7905383, 145.0651444]",Kew High School,0.578,-37.79555,145.06336,Kew High School,0.6,1.2
6506,1/178 Doncaster Road Balwyn North VIC 3104,"[-37.7947313, 145.0830006]",Balwyn North Primary School,0.5686,-37.7967,145.07704,Balwyn North Primary School,0.8,1.1
6507,5/7-9 Maud Street Balwyn North VIC 3104,"[-37.794284, 145.06523]",Kew High School,0.2165,-37.79555,145.06336,Kew High School,0.3,0.4
6508,50 Hedderwick Street Balwyn North VIC 3104,"[-37.7980782, 145.100365]",St Bridget's School,0.3492,-37.79592,145.10325,St Bridget's School,0.5,1.3
