,name,coordinates,real_station_distance,real_station_duration,nearestSchool,nearestSchool_distance,School_Y,School_X,School_Name,real_school_distance,real_school_duration
1047,35 Fairway Drive Yarrawonga VIC 3730,"[-36.0260723, 146.0003241]",247.2,162.9,Yarrawonga College P-12,0.769,-36.02144,146.00667,Yarrawonga College P-12,1.0,2.9
1048,28 Oasis Crescent Yarrawonga VIC 3730,"[-36.015088, 146.0463581]",252.5,170.4,Sacred Heart Primary School,3.3802,-36.01072,146.00925,Sacred Heart Primary School,4.2,8.1
1049,Shed 1/116 Pasley Street Bundalong South VIC 3730,"[-36.0329039, 146.1719988]",269.3,183.4,Sacred Heart Primary School,14.8751,-36.01072,146.00925,Sacred Heart Primary School,16.0,14.3
1050,182 Myrtle Street Myrtleford VIC 3737,"[-36.558769, 146.7210597]",274.8,201.9,Marian College,0.715,-37.28474,142.93777,Marian College,475.9,306.4
1053,31 Williams Street Myrtleford VIC 3737,"[-36.5516835, 146.7216373]",275.5,202.7,Marian College,0.3806,-37.28474,142.93777,Marian College,476.6,307.2
1056,5 Standish Street Myrtleford VIC 3737,"[-36.5675873, 146.7179266]",275.8,203.5,Marian College,1.7153,-37.28474,142.93777,Marian College,476.9,308.1
1059,24 Prince Street Myrtleford VIC 3737,"[-36.552705, 146.7248167]",275.2,202.3,Marian College,0.0856,-37.28474,142.93777,Marian College,476.3,306.8
1062,10 Merriang South Road Myrtleford VIC 3737,"[-36.5798417, 146.6969239]",278.4,206.6,Marian College,3.8895,-37.28474,142.93777,Marian College,479.5,311.1
1065,34 O'Donnell Avenue Myrtleford VIC 3737,"[-36.5542898, 146.7275234]",275.5,203.4,Marian College,0.2205,-37.28474,142.93777,Marian College,476.6,307.9
1068,52 Prince Street Myrtleford VIC 3737,"[-36.5549117, 146.7227004]",274.9,202.0,Marian College,0.2952,-37.28474,142.93777,Marian College,476.0,306.5
1071,O'Donnell Ave Myrtleford VIC 3737,"[-36.5522656, 146.7271339]",275.7,203.2,Marian College,0.1986,-37.28474,142.93777,Marian College,476.8,307.7
1074,65A P Elgin Street Myrtleford VIC 3737,"[-36.565282, 146.7312035]",275.9,204.1,Marian College,1.4247,-37.28474,142.93777,Marian College,477.0,308.6
1077,65A Elgin Street Myrtleford VIC 3737,"[-36.565282, 146.7312035]",275.9,204.1,Marian College,1.4247,-37.28474,142.93777,Marian College,477.0,308.6
1080,5 Alice Street Myrtleford VIC 3737,"[-36.5642811, 146.7293962]",275.6,203.5,Marian College,1.2668,-37.28474,142.93777,Marian College,476.7,308.0
1083,13 Robertson Street Myrtleford VIC 3737,"[-36.5600466, 146.728529]",275.6,203.4,Marian College,0.7965,-37.28474,142.93777,Marian College,476.7,307.9
1086,38 Buffalo Creek Road Myrtleford VIC 3737,"[-36.5781606, 146.7068584]",277.5,205.8,Marian College,3.2139,-37.28474,142.93777,Marian College,478.6,310.3
1089,27C Clyde St Myrtleford VIC 3737,"[-36.5607154, 146.7255893]",275.3,202.9,Marian College,0.8187,-37.28474,142.93777,Marian College,476.4,307.4
1092,27B Clyde St Myrtleford VIC 3737,"[-36.5605606, 146.7258874]",275.3,202.9,Marian College,0.8027,-37.28474,142.93777,Marian College,476.4,307.4
1095,48 Elgin St Myrtleford VIC 3737,"[-36.5639288, 146.7296099]",275.7,203.6,Marian College,1.2351,-37.28474,142.93777,Marian College,476.8,308.1
1098,14 Robert Street Myrtleford VIC 3737,"[-36.5552745, 146.732673]",276.1,204.5,Marian College,0.689,-37.28474,142.93777,Marian College,477.2,309.0
1101,14 Jubilee Street Myrtleford VIC 3737,"[-36.554159, 146.7208003]",275.1,202.3,Marian College,0.4182,-37.28474,142.93777,Marian College,476.2,306.8
1104,47 Chambers Street Myrtleford VIC 3737,"[-36.5530096, 146.7188613]",275.3,202.5,Marian College,0.583,-37.28474,142.93777,Marian College,476.4,307.0
1107,12 Thompson Street Beechworth VIC 3747,"[-36.3540796, 146.6958691]",264.0,180.4,Beechworth Primary School,0.255,-36.35543,146.69357,Beechworth Primary School,0.3,0.7
1108,6 Loch Street Beechworth VIC 3747,"[-36.3599183, 146.6847517]",262.7,178.0,Beechworth Primary School,0.9351,-36.35543,146.69357,Beechworth Primary School,1.3,2.5
1109,27 Hayes Drive Beechworth VIC 3747,"[-36.3551609, 146.7026908]",264.5,181.7,Beechworth Primary School,0.8192,-36.35543,146.69357,Beechworth Primary School,1.0,2.2
1110,55 Ford Street Beechworth VIC 3747,"[-36.3600721, 146.6857822]",262.6,177.9,Beechworth Primary School,0.8683,-36.35543,146.69357,Beechworth Primary School,1.3,2.5
1111,50A Last Street Beechworth VIC 3747,"[-36.3544376, 146.6876599]",263.6,179.2,Beechworth Primary School,0.5418,-36.35543,146.69357,Beechworth Primary School,1.0,1.7
1112,7 Mann Court Beechworth VIC 3747,"[-36.353478, 146.7000796]",264.5,181.0,Beechworth Primary School,0.6231,-36.35543,146.69357,Beechworth Primary School,0.7,1.5
1113,40a Macedon Parade Wollert VIC 3750,"[-37.609002, 145.003355]",8.1,10.2,Edgars Creek Primary School,0.116,-37.60984,145.00257,Edgars Creek Primary School,0.2,0.5
1114,16 Catherine Walk Wollert VIC 3750,"[-37.6083967, 145.0311882]",5.4,9.1,Wollert Primary School,0.4854,-37.61133,145.02711,Wollert Primary School,0.7,1.0
1115,27 Walkhill Drive Wollert VIC 3750,"[-37.6157, 145.0125238]",5.7,10.1,Edgars Creek Secondary College,0.953,-37.60949,145.00507,Edgars Creek Secondary College,1.7,3.4
1116,8 Ludeman Drive Wollert VIC 3750,"[-37.6144681, 145.0345886]",5.1,9.9,Glowrey Catholic Primary School,0.2898,-37.61582,145.03178,Glowrey Catholic Primary School,0.5,1.9
1117,32 Anglesea Drive Wollert VIC 3750,"[-37.6136863, 145.0088837]",6.6,11.6,Edgars Creek Secondary College,0.5747,-37.60949,145.00507,Edgars Creek Secondary College,0.9,2.0
1118,9/78 Saltlake Boulevard Wollert VIC 3750,"[-37.6150915, 145.0377319]",6.0,12.5,Glowrey Catholic Primary School,0.5317,-37.61582,145.03178,Glowrey Catholic Primary School,1.6,5.2
1119,44 Linfield Parade Wollert VIC 3750,"[-37.6143284, 145.0263845]",6.1,10.9,Wollert Primary School,0.3389,-37.61133,145.02711,Wollert Primary School,0.6,1.7
1120,38 Beresford Road Wollert VIC 3750,"[-37.6094496, 145.0171515]",6.3,11.0,Wollert Primary School,0.9037,-37.61133,145.02711,Wollert Primary School,0.9,1.9
1121,32 Kobe Crescent Wollert VIC 3750,"[-37.61626529999999, 145.0038791]",6.5,11.3,Harvest Home Primary School,0.661,-37.62208,145.00226,Harvest Home Primary School,1.0,2.3
1122,38 Evolve Esplanade Wollert VIC 3750,"[-37.6076389, 145.0147827]",7.0,10.7,Edgars Creek Secondary College,0.8819,-37.60949,145.00507,Edgars Creek Secondary College,1.4,1.9
1123,8 Leandon Avenue Wollert VIC 3750,"[-37.6212493, 145.0319337]",4.5,8.8,Al Siraat College,0.5964,-37.62426,145.03753,Al Siraat College,0.8,2.3
1124,3 Shani Road Wollert VIC 3750,"[-37.6146644, 144.9954097]",9.9,14.0,Edgars Creek Primary School,0.8285,-37.60984,145.00257,Edgars Creek Primary School,1.2,4.5
1125,4/48 Anzac Drive Wollert VIC 3750,"[-37.6180333, 145.0422103]",5.7,12.2,Al Siraat College,0.8052,-37.62426,145.03753,Al Siraat College,1.2,4.0
1126,68 Lehmanns Road Wollert VIC 3750,"[-37.609404, 145.0380174]",6.0,9.9,Glowrey Catholic Primary School,0.9002,-37.61582,145.03178,Glowrey Catholic Primary School,1.6,2.5
1127,20 Mackenzie Drive Wollert VIC 3750,"[-37.6107384, 145.0121379]",6.3,10.9,Edgars Creek Secondary College,0.6393,-37.60949,145.00507,Edgars Creek Secondary College,1.0,2.0
1128,9 Match Lane Wollert VIC 3750,"[-37.6204844, 145.0222029]",4.7,8.6,Epping Views Primary School,0.8974,-37.62844,145.02402,Epping Views Primary School,2.0,3.3
1129,11 Elk Way Wollert VIC 3750,"[-37.6178512, 145.0382056]",5.5,11.7,Glowrey Catholic Primary School,0.6105,-37.61582,145.03178,Glowrey Catholic Primary School,1.9,6.6
1130,150 Vearings Road Wollert VIC 3750,"[-37.5958561, 144.991903]",7.6,13.7,Edgars Creek Primary School,1.8155,-37.60984,145.00257,Edgars Creek Primary School,3.6,8.2
1131,4 Bendoc Street Wollert VIC 3750,"[-37.606942, 145.008294]",8.2,12.7,Edgars Creek Secondary College,0.4013,-37.60949,145.00507,Edgars Creek Secondary College,0.6,2.0
1132,22 Aberfeldy Grove Wollert VIC 3750,"[-37.6105074, 145.0112969]",6.4,11.2,Edgars Creek Secondary College,0.5613,-37.60949,145.00507,Edgars Creek Secondary College,0.9,2.0
1133,25 Osmond Crescent Wollert VIC 3750,"[-37.6073125, 145.0045654]",8.2,10.8,Edgars Creek Secondary College,0.2458,-37.60949,145.00507,Edgars Creek Secondary College,0.3,1.2
1134,20 The Burchett Wollert VIC 3750,"[-37.608332, 145.0156878]",7.1,11.1,Edgars Creek Secondary College,0.9463,-37.60949,145.00507,Edgars Creek Secondary College,1.5,2.2
1135,5 Mawbey Way Wollert VIC 3750,"[-37.7904187, 144.9231382]",1.7,3.9,Kensington Community High School,0.3518,-37.78791,144.92558,Kensington Community High School,1.5,3.2
1136,31 Allendale Avenue Wollert VIC 3750,"[-37.6136485, 145.0343302]",5.2,10.3,Glowrey Catholic Primary School,0.3298,-37.61582,145.03178,Glowrey Catholic Primary School,0.5,2.2
1137,8 Westferry Avenue Wollert VIC 3750,"[-37.6012079, 144.9916526]",6.6,9.8,Edgars Creek Primary School,1.3591,-37.60984,145.00257,Edgars Creek Primary School,2.6,4.3
1138,"7, 8 & 11/12 Northside Drive Wollert VIC 3750","[-37.6206102, 145.0166551]",5.2,8.7,St Mary of the Cross MacKillop Catholic Parish Primary School,0.6971,-37.626,145.0126,St Mary of the Cross MacKillop Catholic Parish Primary School,1.2,2.7
1139,Wollert VIC 3750,"[-37.5891893, 144.9942305]",station_distance_txt,station_duration_txt,Edgars Creek Primary School,2.4074,-37.60984,145.00257,Edgars Creek Primary School,school_distance_txt,school_duration_txt
1140,9 Wrexham Road Wollert VIC 3750,"[-37.6133548, 145.0236093]",5.8,10.1,Wollert Primary School,0.3821,-37.61133,145.02711,Wollert Primary School,0.6,1.4
1141,8 Eynesbury View Wollert VIC 3750,"[-37.6169672, 144.9991801]",6.6,11.1,Harvest Home Primary School,0.6292,-37.62208,145.00226,Harvest Home Primary School,1.1,2.2
1142,4 Astoria Road Wollert VIC 3750,"[-37.6168093, 145.0085446]",7.0,13.2,Harvest Home Primary School,0.8063,-37.62208,145.00226,Harvest Home Primary School,2.2,5.3
1143,48 Muzzlewood Way Wollert VIC 3750,"[-37.6147425, 145.0400572]",6.0,12.6,Glowrey Catholic Primary School,0.7405,-37.61582,145.03178,Glowrey Catholic Primary School,1.6,5.3
1144,5 Huntington Terrace Wollert VIC 3750,"[-37.6193597, 144.9976521]",6.6,12.4,Harvest Home Primary School,0.5066,-37.62208,145.00226,Harvest Home Primary School,0.7,2.5
1145,148 Highpark Drive Wollert VIC 3750,"[-37.614171, 145.0218011]",5.5,9.4,Wollert Primary School,0.5649,-37.61133,145.02711,Wollert Primary School,1.0,1.5
1146,56 Anglesea Drive Wollert VIC 3750,"[-37.6156673, 145.0089487]",6.8,12.4,Edgars Creek Secondary College,0.7664,-37.60949,145.00507,Edgars Creek Secondary College,1.1,2.9
1147,55 Woodman Circuit Wollert VIC 3750,"[-37.6110581, 145.0490979]",9.2,11.1,Glowrey Catholic Primary School,1.6178,-37.61582,145.03178,Glowrey Catholic Primary School,2.6,5.1
1148,107 Highpark Drive Wollert VIC 3750,"[-37.616071, 145.0187481]",5.3,8.9,Wollert Primary School,0.9066,-37.61133,145.02711,Wollert Primary School,1.0,1.5
1149,2070 Donnybrook Rd Yan Yean VIC 3755,"[-37.5580676, 145.1086823]",5.5,7.4,Laurimar Primary School,3.4741,-37.58582,145.12687,Laurimar Primary School,5.7,6.8
1150,8/140 Tambo Circuit Whittlesea VIC 3757,"[-37.5018646, 145.1156054]",20.0,24.5,St Mary's School,0.8041,-37.05835,146.08901,St Mary's School,151.3,120.9
1186,690 Kangaroo Ground St Andrews Road Panton Hill VIC 3759,"[-37.6348625, 145.2477171]",6.5,9.5,Panton Hill Primary School,1.0388,-37.64161,145.23956,Panton Hill Primary School,1.2,1.7
1187,106 BREAKNECK Yarra Glen VIC 3775,"[-37.65760100000001, 145.3520838]",20.6,24.3,Yarra Glen Primary School,1.9966,-37.6497,145.37241,Yarra Glen Primary School,3.9,4.9
1188,2/45 White Street Kilmore VIC 3764,"[-37.300947, 144.9524899]",35.4,30.8,Colmont School,0.0636,-37.30103,144.9532,Colmont School,school_distance_txt,school_duration_txt
1189,15 Jack William Way Kilmore VIC 3764,"[-37.2888417, 144.9378047]",37.8,36.7,Kilmore Primary School,1.1547,-37.29577,144.94752,Kilmore Primary School,1.6,4.9
1190,"18 Church street, Kilmore VIC 3764","[-37.2941471, 144.9491261]",36.2,32.0,Kilmore Primary School,0.2296,-37.29577,144.94752,Kilmore Primary School,0.3,0.6
1191,9 Xavier Street Kilmore VIC 3764,"[-37.290584, 144.933024]",38.7,35.1,Kilmore Primary School,1.4083,-37.29577,144.94752,Kilmore Primary School,2.5,3.3
1192,25 George Street Kilmore Kilmore VIC 3764,"[-37.2925556, 144.9570908]",36.8,33.5,Kilmore Primary School,0.9206,-37.29577,144.94752,Kilmore Primary School,1.4,2.8
1193,15A CLUB PARADE Kilmore VIC 3764,"[-37.30207559999999, 144.9600985]",36.4,34.2,Colmont School,0.6225,-37.30103,144.9532,Colmont School,1.0,3.4
1194,13 BRANIGAN DRIVE Kilmore VIC 3764,"[-37.2609299, 144.9723555]",41.5,37.7,Kilmore Primary School,4.45,-37.29577,144.94752,Kilmore Primary School,6.1,7.1
1195,15B Albert Street Kilmore VIC 3764,"[-37.2950169, 144.9550794]",36.6,32.9,Kilmore Primary School,0.6755,-37.29577,144.94752,Kilmore Primary School,1.2,2.3
1196,1550 Northern Highway Kilmore VIC 3764,"[-37.3160488, 144.9523195]",33.5,28.6,Colmont School,1.6687,-37.30103,144.9532,Colmont School,1.9,2.2
1197,8 Johnson Court Kilmore VIC 3764,"[-37.3100612, 144.9578495]",35.1,31.3,Colmont School,1.0838,-37.30103,144.9532,Colmont School,2.1,3.7
1198,8 Pinewood Place Kilmore VIC 3764,"[-37.2906294, 144.9571543]",37.3,33.7,Kilmore Primary School,1.0273,-37.29577,144.94752,Kilmore Primary School,1.9,3.1
1199,35 Mikada Blvd Kilmore VIC 3764,"[-37.2908714, 144.9354922]",38.1,34.6,Kilmore Primary School,1.1971,-37.29577,144.94752,Kilmore Primary School,1.9,2.8
1200,41A Sydney Street Kilmore VIC 3764,"[-37.2927666, 144.9510295]",36.2,31.7,Kilmore Primary School,0.456,-37.29577,144.94752,Kilmore Primary School,0.8,1.1
1201,22 May Street Kilmore VIC 3764,"[-37.2879948, 144.9309179]",38.8,35.2,Kilmore Primary School,1.7064,-37.29577,144.94752,Kilmore Primary School,2.5,3.4
1202,7 Arlie Crescent Montrose VIC 3765,"[-37.8137349, 145.3310475]",5.7,8.0,Gladesville Primary School,0.7739,-37.8111,145.32291,Gladesville Primary School,1.9,4.8
1203,13/5 Devenish Avenue Montrose VIC 3765,"[-37.8118538, 145.3441343]",5.1,8.6,Montrose Primary School,0.4185,-37.8081,145.34369,Montrose Primary School,0.7,1.8
1204,802 Mount Dandenong Road Montrose VIC 3765,"[-37.8106838, 145.3326462]",4.4,6.5,Gladesville Primary School,0.8586,-37.8111,145.32291,Gladesville Primary School,1.0,3.0
1205,102-104 Ridge Road Mount Dandenong VIC 3767,"[-37.8331698, 145.3507268]",13.5,18.6,Mount Dandenong Primary School,1.0428,-37.83074,145.36217,Mount Dandenong Primary School,2.2,3.9
1206,28 Monash Ave Olinda VIC 3788,"[-37.8530839, 145.3639785]",8.7,12.8,Olinda Primary School,0.2647,-37.8547,145.36619,Olinda Primary School,0.5,1.6
1207,Kallista VIC 3791,"[-37.9051015, 145.4111713]",8.1,13.9,Menzies Creek Primary School,2.0143,-37.91735,145.39427,Menzies Creek Primary School,3.6,8.1
1208,Yarra Glen VIC 3775,"[-37.6571292, 145.3745877]",15.5,18.0,Yarra Glen Primary School,0.8467,-37.6497,145.37241,Yarra Glen Primary School,1.0,1.6
1209,20 Stephens Road Healesville VIC 3777,"[-37.65628, 145.5214591]",28.4,30.2,Healesville Primary School,0.4874,-37.65713,145.51604,Healesville Primary School,0.9,3.5
1210,13 Elamo Road Healesville VIC 3777,"[-37.6504352, 145.5263701]",28.7,30.2,Healesville High School,0.8548,-37.64359,145.53081,Healesville High School,1.8,4.2
1211,3/30 Lyell Street Marysville VIC 3779,"[-37.5123774, 145.7434483]",61.2,59.1,Marysville Primary School,0.4875,-37.51198,145.74894,Marysville Primary School,0.7,2.9
1212,3/83 Main Street Gembrook VIC 3783,"[-37.9528644, 145.5507807]",20.1,23.1,Gembrook Primary School,0.4988,-37.95164,145.54532,Gembrook Primary School,0.5,0.8
1213,82 Downey Road Dewhurst VIC 3808,"[-37.9804946, 145.4728168]",19.5,25.0,Cockatoo Primary School,5.0124,-37.93937,145.49638,Cockatoo Primary School,9.2,13.1
1214,36 Beveridge Road Silvan VIC 3795,"[-37.8489689, 145.4586924]",15.2,21.9,Mountain District Christian School,1.002,-37.85665,145.45271,Mountain District Christian School,5.9,9.8
1215,8A Birmingham Road Mount Evelyn VIC 3796,"[-37.78560290000001, 145.3804093]",5.4,8.2,Mount Evelyn Primary School,0.9479,-37.79093,145.38882,Mount Evelyn Primary School,1.0,2.8
1216,91 Shetland Street Endeavour Hills VIC 3802,"[-37.9631109, 145.2710087]",7.2,13.2,Mossgiel Park Primary School,0.6533,-37.96839,145.26772,Mossgiel Park Primary School,0.9,3.1
1217,22 Scotsburn way Endeavour Hills VIC 3802,"[-37.973157, 145.2628915]",7.3,12.2,St Paul Apostle North School,0.6249,-37.96753,145.26266,St Paul Apostle North School,0.9,2.2
1218,10/8 Monteith Crescent Endeavour Hills VIC 3802,"[-37.9751598, 145.2648885]",7.7,13.7,Mossgiel Park Primary School,0.7915,-37.96839,145.26772,Mossgiel Park Primary School,1.1,4.3
1219,16 Sydney Parkinson Drive Endeavour Hills VIC 3802,"[-37.9840749, 145.2636687]",5.5,10.7,Southern Cross Primary School,0.4658,-37.98823,145.26441,Southern Cross Primary School,0.8,1.5
