,name,coordinates,real_station_distance,real_station_duration,nearestSchool,nearestSchool_distance,School_Y,School_X,School_Name,real_school_distance,real_school_duration
1706,30 Edward Street Hastings VIC 3915,"[-38.3117164, 145.1903462]",1.6,3.5,Western Port Secondary College,1.2834,-38.30817,145.17638,Western Port Secondary College,2.3,4.2
1707,34 Martin Street Hastings VIC 3915,"[-38.3137199, 145.1900443]",2.2,3.9,Western Port Secondary College,1.3445,-38.30817,145.17638,Western Port Secondary College,2.3,3.6
1708,7 Arthur Street Hastings VIC 3915,"[-38.3085746, 145.1870678]",0.4,1.1,Western Port Secondary College,0.9359,-38.30817,145.17638,Western Port Secondary College,1.1,1.8
1709,6/7 Nicholas Court Hastings VIC 3915,"[-38.3099755, 145.188466]",0.8,2.5,Western Port Secondary College,1.0759,-38.30817,145.17638,Western Port Secondary College,1.5,3.2
1710,5 Ardent Court Hastings VIC 3915,"[-38.2958168, 145.1759178]",2.6,6.3,Wallaroo Primary School,0.3602,-38.29789,145.17275,Wallaroo Primary School,0.9,3.0
1711,16/102 Victoria Street Hastings VIC 3915,"[-38.3021591, 145.1899508]",0.8,2.5,Hastings Primary School,0.2762,-38.2997,145.18947,Hastings Primary School,0.3,0.6
1712,2541 Frankston - Flinders Road Bittern VIC 3918,"[-38.344508, 145.168794]",1.1,1.6,Bittern Primary School,0.5743,-38.33986,145.17168,Bittern Primary School,1.4,1.8
1713,2/24 Myers Road Bittern VIC 3918,"[-38.3385839, 145.1731575]",0.5,0.9,Bittern Primary School,0.1917,-38.33986,145.17168,Bittern Primary School,0.2,0.4
1714,204A Stony Point Road Crib Point VIC 3919,"[-38.364815899999996, 145.2040387]",0.1,0.3,Crib Point Primary School,0.5702,-38.36048,145.20054,Crib Point Primary School,0.9,1.8
1715,11 Hansens Lane Balnarring Beach VIC 3926,"[-38.3926971, 145.1241122]",8.8,9.7,Balnarring Primary School,1.7771,-38.37672,145.12282,Balnarring Primary School,3.0,6.3
1716,5/3070 Frankston Flinders Road Balnarring VIC 3926,"[-38.37248599999999, 145.122687]",7.1,7.4,Balnarring Primary School,0.4701,-38.37672,145.12282,Balnarring Primary School,1.2,3.7
1717,10/3056 Frankston Flinders Road Balnarring VIC 3926,"[-38.3735452, 145.1234872]",6.8,6.7,Balnarring Primary School,0.3572,-38.37672,145.12282,Balnarring Primary School,0.5,2.2
1718,42 Bittern Dromana Road Balnarring VIC 3926,"[-38.353384, 145.131641]",4.8,4.5,Balnarring Primary School,2.7027,-38.37672,145.12282,Balnarring Primary School,4.8,6.7
1719,3/2986 Frankston Flinders Road Balnarring VIC 3926,"[-38.3721763, 145.1287073]",6.2,5.7,Balnarring Primary School,0.7205,-38.37672,145.12282,Balnarring Primary School,0.8,2.9
1720,25 Pacific Dr Balnarring VIC 3926,"[-38.3715822, 145.1151901]",7.4,8.3,Balnarring Primary School,0.8774,-38.37672,145.12282,Balnarring Primary School,1.5,3.8
1721,1/2986 Frankston Flinders Balnarring VIC 3926,"[-38.372304, 145.1285406]",6.2,5.7,Balnarring Primary School,0.7001,-38.37672,145.12282,Balnarring Primary School,0.8,2.9
1722,1 Bluff Rd Merricks Beach VIC 3926,"[-38.3997481, 145.1048468]",11.1,11.2,Balnarring Primary School,3.0,-38.37672,145.12282,Balnarring Primary School,4.7,6.4
1723,2 Reserve Road Somers VIC 3927,"[-38.3915882, 145.1516819]",8.4,8.2,Somers School Camp,0.6048,-38.38878,145.14575,Somers School Camp,0.8,1.1
1724,40 Ventnor Road Cowes VIC 3922,"[-38.4633289, 145.2042474]",112.3,93.9,Our Lady Star of the Sea Catholic Primary School,3.1032,-38.4637,145.2398,Our Lady Star of the Sea Catholic Primary School,3.1,3.6
1725,13 Mitre Court Cowes VIC 3922,"[-38.4609107, 145.2186588]",111.7,93.6,Our Lady Star of the Sea Catholic Primary School,1.871,-38.4637,145.2398,Our Lady Star of the Sea Catholic Primary School,2.5,3.4
1726,12 Walton Street Cowes VIC 3922,"[-38.45796199999999, 145.2451487]",110.8,93.2,Cowes Primary School,0.3836,-38.45628,145.24131,Cowes Primary School,0.6,1.6
1727,21 Cadogan Avenue Ventnor VIC 3922,"[-38.4721007, 145.1644674]",118.3,99.9,Phillip Island Village School,5.1079,-38.50776,145.20147,Phillip Island Village School,9.8,10.7
1728,4/9 Findlay Street Cowes VIC 3922,"[-38.4492988, 145.2424401]",111.1,93.8,Cowes Primary School,0.7812,-38.45628,145.24131,Cowes Primary School,1.3,2.9
1729,575 Settlement Road Cowes VIC 3922,"[-38.456305, 145.2051006]",113.1,94.9,Our Lady Star of the Sea Catholic Primary School,3.1379,-38.4637,145.2398,Our Lady Star of the Sea Catholic Primary School,3.9,4.6
1730,24 Robert Drive Cowes VIC 3922,"[-38.4548266, 145.2324411]",111.4,93.7,Cowes Primary School,0.7908,-38.45628,145.24131,Cowes Primary School,1.6,2.8
1731,12 Panorama Ave Sunset Strip VIC 3922,"[-38.4964075, 145.2698969]",104.1,86.2,Newhaven College,0.9202,-38.48834,145.27232,Newhaven College,1.6,3.6
1732,42 Sunderland Bay Road Sunderland Bay VIC 3922,"[-38.5063948, 145.2782306]",103.0,84.3,Newhaven College,2.0695,-38.48834,145.27232,Newhaven College,3.2,4.8
1733,8 Clifton Crescent Cowes VIC 3922,"[-38.4618362, 145.2150318]",111.5,93.7,Our Lady Star of the Sea Catholic Primary School,2.1716,-38.4637,145.2398,Our Lady Star of the Sea Catholic Primary School,2.4,3.4
1734,11 Sunset Drive Sunset Strip VIC 3922,"[-38.496993, 145.2683317]",104.2,86.4,Newhaven College,1.0216,-38.48834,145.27232,Newhaven College,1.8,4.4
1735,8 Atlantis Street Cowes VIC 3922,"[-38.4621224, 145.2146613]",111.6,93.8,Our Lady Star of the Sea Catholic Primary School,2.201,-38.4637,145.2398,Our Lady Star of the Sea Catholic Primary School,2.4,3.5
1736,2 Napoli Court Smiths Beach VIC 3922,"[-38.4980924, 145.254214]",105.5,87.7,Newhaven College,1.915,-38.48834,145.27232,Newhaven College,3.7,5.9
1737,386 Settlement Road Cowes VIC 3922,"[-38.4558971, 145.2223173]",111.6,93.9,Cowes Primary School,1.6583,-38.45628,145.24131,Cowes Primary School,1.8,3.0
1738,22 Grandview Grove Cowes VIC 3922,"[-38.4585142, 145.2371851]",110.1,91.9,Cowes Primary School,0.4372,-38.45628,145.24131,Cowes Primary School,0.7,1.5
1739,10 Leslie Avenue Cowes VIC 3922,"[-38.45962, 145.2308622]",110.6,92.7,Our Lady Star of the Sea Catholic Primary School,0.902,-38.4637,145.2398,Our Lady Star of the Sea Catholic Primary School,1.4,2.4
1740,11 Manna Gum Drive Cowes VIC 3922,"[-38.4616466, 145.242861]",109.8,92.2,Our Lady Star of the Sea Catholic Primary School,0.3512,-38.4637,145.2398,Our Lady Star of the Sea Catholic Primary School,0.5,1.7
1741,10 Anglers Road Sunderland Bay VIC 3922,"[-38.5039712, 145.2791266]",102.9,84.2,Newhaven College,1.8339,-38.48834,145.27232,Newhaven College,3.0,4.7
1742,208 Thompson Avenue Cowes VIC 3922,"[-38.4609792, 145.2383397]",109.7,91.2,Our Lady Star of the Sea Catholic Primary School,0.3278,-38.4637,145.2398,Our Lady Star of the Sea Catholic Primary School,0.5,1.0
1743,24 Pasadena Drive Cowes VIC 3922,"[-38.4610606, 145.2176568]",111.6,93.5,Our Lady Star of the Sea Catholic Primary School,1.9547,-38.4637,145.2398,Our Lady Star of the Sea Catholic Primary School,2.4,3.2
1744,7 Rosewall Ct Wimbledon Heights VIC 3922,"[-38.4805988, 145.2308622]",108.5,90.8,Our Lady Star of the Sea Catholic Primary School,2.0315,-38.4637,145.2398,Our Lady Star of the Sea Catholic Primary School,3.2,4.1
1745,18 Maroubra Drive Cape Woolamai VIC 3925,"[-38.5304603, 145.3384364]",99.0,80.9,Newhaven Primary School,2.5047,-38.51315,145.35686,Newhaven Primary School,3.9,6.4
1746,6a Elevation Crescent San Remo VIC 3925,"[-38.5214507, 145.3727924]",93.7,73.9,San Remo Primary School,0.3948,-38.52385,145.36945,San Remo Primary School,0.9,2.5
1747,21 Woolamai Grove San Remo VIC 3925,"[-38.5220525, 145.3652232]",94.4,75.8,San Remo Primary School,0.4191,-38.52385,145.36945,San Remo Primary School,0.9,2.1
1748,68 Panorama Drive Cape Woolamai VIC 3925,"[-38.5272573, 145.3383932]",98.8,80.8,Newhaven Primary School,2.2463,-38.51315,145.35686,Newhaven Primary School,3.7,6.2
1749,440 Keys Road Flinders VIC 3929,"[-38.4788173, 144.9643428]",28.2,24.0,Boneo Primary School,10.0243,-38.41187,144.88728,Boneo Primary School,12.7,9.2
1750,20 St Anns Road Flinders VIC 3929,"[-38.4716825, 145.0231827]",23.3,20.5,Red Hill Consolidated School,11.9079,-38.36668,144.99527,Red Hill Consolidated School,15.4,12.3
1751,40 Arthurs Seat Road Red Hill VIC 3937,"[-38.3759194, 145.0262356]",15.4,15.3,Red Hill Consolidated School,2.8939,-38.36668,144.99527,Red Hill Consolidated School,3.3,4.0
1752,6 Thomas Road Red Hill South VIC 3937,"[-38.3765118, 145.0332968]",14.6,13.5,Red Hill Consolidated School,3.4977,-38.36668,144.99527,Red Hill Consolidated School,4.6,5.3
1753,16 Baynes Road Red Hill South VIC 3937,"[-38.3839935, 145.0230603]",16.0,15.3,Red Hill Consolidated School,3.0969,-38.36668,144.99527,Red Hill Consolidated School,4.3,5.1
1754,9 Farnsworth Drive Cape Schanck VIC 3939,"[-38.456316, 144.891532]",35.6,31.9,Boneo Primary School,4.9477,-38.41187,144.88728,Boneo Primary School,6.3,7.8
1755,36 Casuarina Drive Cape Schanck VIC 3939,"[-38.46369929999999, 144.8957842]",36.2,34.2,Boneo Primary School,5.801,-38.41187,144.88728,Boneo Primary School,6.8,10.0
1756,1/2 Manatee Avenue Mount Eliza VIC 3930,"[-38.1871177, 145.0745741]",9.0,22.1,Kunyung Primary School,0.1579,-38.18768,145.07623,Kunyung Primary School,0.4,1.4
1757,7 Dolphin Street Mount Eliza VIC 3930,"[-38.1971775, 145.0792955]",11.5,13.8,Peninsula Grammar,1.0042,-38.19817,145.09069,Peninsula Grammar,1.9,4.4
1758,5 Yewers Avenue Mount Eliza VIC 3930,"[-38.2033908, 145.0797263]",10.6,11.9,Peninsula Grammar,1.1216,-38.19817,145.09069,Peninsula Grammar,2.5,3.8
1759,8/168 Canadian Bay Road Mount Eliza VIC 3930,"[-38.1871532, 145.0916824]",8.1,14.6,Mount Eliza Secondary College,0.3262,-38.1897,145.09354,Mount Eliza Secondary College,0.3,0.8
1760,1/6 Bonito St Mount Eliza VIC 3930,"[-38.1990358, 145.0820959]",11.7,14.2,Peninsula Grammar,0.7589,-38.19817,145.09069,Peninsula Grammar,1.6,3.5
1761,2/23 Clarkestown Avenue Mount Eliza VIC 3930,"[-38.183324, 145.0921362]",6.5,14.0,Mount Eliza Secondary College,0.7183,-38.1897,145.09354,Mount Eliza Secondary College,0.9,2.5
1762,8 Winona Rd Mount Eliza VIC 3930,"[-38.2032107, 145.1062473]",6.4,12.6,St Thomas More's School,0.7551,-37.90841,145.35268,St Thomas More's School,52.0,57.4
1765,17 Roborough Ave Mount Eliza VIC 3930,"[-38.1891575, 145.0886447]",8.6,16.6,Mount Eliza Secondary College,0.4331,-38.1897,145.09354,Mount Eliza Secondary College,0.8,2.9
1766,1/4 Volitans Avenue Mount Eliza VIC 3930,"[-38.1939117, 145.0777015]",9.7,19.3,Kunyung Primary School,0.7036,-38.18768,145.07623,Kunyung Primary School,0.9,3.1
1767,3/147 Mount Eliza Way Mount Eliza VIC 3930,"[-38.1884271, 145.090422]",8.3,15.3,Mount Eliza Secondary College,0.3075,-38.1897,145.09354,Mount Eliza Secondary College,0.5,1.5
1768,8/2 Moorgate Avenue Mount Eliza VIC 3930,"[-38.187931, 145.091517]",8.2,14.9,Mount Eliza Secondary College,0.2645,-38.1897,145.09354,Mount Eliza Secondary College,0.4,1.1
1769,4/3-5 Leicester Avenue Mount Eliza VIC 3930,"[-38.187759, 145.090877]",8.2,14.9,Mount Eliza Secondary College,0.3176,-38.1897,145.09354,Mount Eliza Secondary College,0.4,1.2
1770,42 Matong Road Mount Eliza VIC 3930,"[-38.1834731, 145.0787481]",8.7,21.8,Kunyung Primary School,0.5165,-38.18768,145.07623,Kunyung Primary School,0.5,2.2
1771,7/121 Mount Eliza Way Mount Eliza VIC 3930,"[-38.1858563, 145.0898813]",6.7,14.0,Mount Eliza Secondary College,0.5336,-38.1897,145.09354,Mount Eliza Secondary College,0.6,1.8
1772,11 Matong Road Mount Eliza VIC 3930,"[-38.1854739, 145.0773569]",8.8,21.9,Kunyung Primary School,0.264,-38.18768,145.07623,Kunyung Primary School,0.3,1.2
1773,3/8 Leicester Avenue Mount Eliza VIC 3930,"[-38.188663, 145.0910509]",8.2,15.2,Mount Eliza Secondary College,0.2466,-38.1897,145.09354,Mount Eliza Secondary College,0.5,1.4
1774,10 Dueran Street Mount Eliza VIC 3930,"[-38.1956428, 145.0862319]",11.3,13.7,Peninsula Grammar,0.4808,-38.19817,145.09069,Peninsula Grammar,1.1,3.0
1775,8 Canadian Bay Road Mount Eliza VIC 3930,"[-38.1737559, 145.0814604]",7.7,18.4,Toorak College,1.0645,-38.17226,145.09346,Toorak College,2.7,7.4
1776,9 Woodland Avenue Mount Eliza VIC 3930,"[-38.17140330000001, 145.0906267]",6.0,12.8,Toorak College,0.2659,-38.17226,145.09346,Toorak College,0.8,1.7
1777,22 Panorama Drive Mount Martha VIC 3934,"[-38.2862138, 145.0060669]",25.9,29.6,Mount Martha Primary School,1.3594,-38.27556,145.01373,Mount Martha Primary School,1.7,6.7
1778,79 Ian Road Mount Martha VIC 3934,"[-38.2973287, 144.9950482]",25.6,25.2,Mount Martha Primary School,2.9172,-38.27556,145.01373,Mount Martha Primary School,6.6,11.1
1779,82 Grandview Terrace Mount Martha VIC 3934,"[-38.3029697, 145.0028817]",25.2,27.1,Mount Martha Primary School,3.1871,-38.27556,145.01373,Mount Martha Primary School,7.0,13.5
1780,3/16 Bay Road Mount Martha VIC 3934,"[-38.26935, 145.0133359]",20.0,22.3,Mount Martha Primary School,0.6902,-38.27556,145.01373,Mount Martha Primary School,0.8,3.1
1781,2 Lisabritt Court Mount Martha VIC 3934,"[-38.2551991, 145.0407893]",16.7,18.1,Osborne Primary School,0.2124,-38.25711,145.04091,Osborne Primary School,0.5,1.3
1782,15 Whitsunday Ct Mount Martha VIC 3934,"[-38.2500689, 145.0520723]",15.1,17.3,Benton Junior College,0.9137,-38.24595,145.06111,Benton Junior College,1.6,3.7
1783,107 Forest Dr Mount Martha VIC 3934,"[-38.2902274, 145.0164197]",23.9,23.2,Mount Martha Primary School,1.645,-38.27556,145.01373,Mount Martha Primary School,2.1,8.4
1784,4 Ailsa Street Mount Martha VIC 3934,"[-38.2697892, 145.0224468]",20.6,23.2,Balcombe Grammar School,0.9752,-38.27325,145.03269,Balcombe Grammar School,5.9,7.7
1785,14 John William Drive Mount Martha VIC 3934,"[-38.250560899999996, 145.0569391]",14.3,16.2,Benton Junior College,0.6287,-38.24595,145.06111,Benton Junior College,0.8,2.6
1786,54 Panorama Drive Mount Martha VIC 3934,"[-38.2838083, 145.0078963]",24.6,29.6,Mount Martha Primary School,1.0482,-38.27556,145.01373,Mount Martha Primary School,1.3,5.2
1787,8 Raymond Street Mount Martha VIC 3934,"[-38.28544, 144.995328]",24.7,28.6,Mount Martha Primary School,1.9481,-38.27556,145.01373,Mount Martha Primary School,3.5,8.3
1788,2 Pleasant View Court Mount Martha VIC 3934,"[-38.2719481, 145.0036349]",20.7,23.4,Mount Martha Primary School,0.9701,-38.27556,145.01373,Mount Martha Primary School,1.5,5.0
1789,7/3-5 Cromdale Street Mount Martha VIC 3934,"[-38.245225, 145.033055]",15.4,17.1,Osborne Primary School,1.4877,-38.25711,145.04091,Osborne Primary School,2.3,3.2
1790,15/26 Green Island Avenue Mount Martha VIC 3934,"[-38.248099, 145.0416127]",14.7,16.6,Osborne Primary School,1.0021,-38.25711,145.04091,Osborne Primary School,1.9,3.3
1791,3 Donald Crescent Dromana VIC 3936,"[-38.33755250000001, 144.9688202]",21.7,24.0,Dromana Primary School,0.8345,-38.33964,144.95965,Dromana Primary School,1.0,2.6
1792,21A/113 Country Club Drive Safety Beach VIC 3936,"[-38.3282048, 144.9871712]",19.7,20.2,Peninsula Specialist College,2.5126,-38.34184,145.01011,Peninsula Specialist College,3.7,6.0
1793,79 Country Club Dr Safety Beach VIC 3936,"[-38.3264759, 144.9910673]",20.1,21.8,Peninsula Specialist College,2.3834,-38.34184,145.01011,Peninsula Specialist College,4.1,7.7
1794,2 Davit Court Safety Beach VIC 3936,"[-38.3036406, 145.0066453]",23.6,24.2,Mount Martha Primary School,3.178,-38.27556,145.01373,Mount Martha Primary School,8.8,15.8
1795,UNIT 2/59 KANGERONG AVENUE Dromana VIC 3936,"[-38.3353838, 144.9741529]",22.8,22.0,Dromana Primary School,1.3531,-38.33964,144.95965,Dromana Primary School,1.7,3.7
1796,Marina Berth Martha Cove Waterway Safety Beach VIC 3936,"[-38.3180829, 144.9880165]",21.9,22.9,Peninsula Specialist College,3.269,-38.34184,145.01011,Peninsula Specialist College,6.0,8.7
1797,28 Fig Street Dromana VIC 3936,"[-38.33589449999999, 144.97777]",22.9,22.4,Dromana Primary School,1.6378,-38.33964,144.95965,Dromana Primary School,2.3,4.6
1798,262 Dromana Parade Safety Beach VIC 3936,"[-38.3092248, 144.9963394]",23.4,25.4,Peninsula Specialist College,3.8154,-38.34184,145.01011,Peninsula Specialist College,7.5,11.2
1799,14 Patterson Street Safety Beach VIC 3936,"[-38.3125918, 144.9980825]",23.3,25.8,Peninsula Specialist College,3.4127,-38.34184,145.01011,Peninsula Specialist College,7.4,11.7
1800,14 Helm Avenue Safety Beach VIC 3936,"[-38.303075, 145.009175]",23.5,24.0,Mount Martha Primary School,3.0801,-38.27556,145.01373,Mount Martha Primary School,8.7,15.5
1801,1/30 Solander Street Dromana VIC 3936,"[-38.3352547, 144.9707671]",21.2,22.9,Dromana Primary School,1.087,-38.33964,144.95965,Dromana Primary School,1.3,3.0
1802,207 Purves Road Arthurs Seat VIC 3936,"[-38.3718261, 144.9574408]",25.5,25.2,Red Hill Consolidated School,3.3549,-38.36668,144.99527,Red Hill Consolidated School,6.7,7.0
1803,49 Helm Ave Safety Beach VIC 3936,"[-38.3045717, 145.0051341]",23.7,24.8,Mount Martha Primary School,3.307,-38.27556,145.01373,Mount Martha Primary School,8.9,16.3
1804,4/25 Hodgkinson Street Dromana VIC 3936,"[-38.3367835, 144.9576989]",23.1,23.7,Dromana Primary School,0.3601,-38.33964,144.95965,Dromana Primary School,0.6,1.5
1805,5/89 Dromana Parade Safety Beach VIC 3936,"[-38.3239844, 144.9833055]",20.9,22.1,Dromana Primary School,2.7015,-38.33964,144.95965,Dromana Primary School,3.2,6.2
1806,1/194 Dromana Parade Safety Beach VIC 3936,"[-38.3137579, 144.9939198]",22.8,24.7,Peninsula Specialist College,3.4236,-38.34184,145.01011,Peninsula Specialist College,6.8,10.5
1807,1/181 Dromana Parade Safety Beach VIC 3936,"[-38.3181057, 144.9896901]",22.2,23.5,Peninsula Specialist College,3.1826,-38.34184,145.01011,Peninsula Specialist College,6.3,9.4
1808,14 Manna Street Dromana VIC 3936,"[-38.3448012, 144.9746719]",21.9,20.9,Dromana Primary School,1.4328,-38.33964,144.95965,Dromana Primary School,1.8,3.3
1809,1 Ray Street Safety Beach VIC 3936,"[-38.3277807, 144.9802227]",20.0,20.4,Dromana Primary School,2.229,-38.33964,144.95965,Dromana Primary School,2.5,5.3
1810,22 Panoramic Avenue Dromana VIC 3936,"[-38.3418348, 144.9705413]",22.2,21.1,Dromana Primary School,0.9828,-38.33964,144.95965,Dromana Primary School,1.3,2.5
1811,1/8 Victoria Crescent Safety Beach VIC 3936,"[-38.3255029, 144.9851284]",21.0,22.8,Dromana Primary School,2.7249,-38.33964,144.95965,Dromana Primary School,3.1,6.9
1812,6 Farey Avenue Dromana VIC 3936,"[-38.3428025, 144.9452456]",24.0,25.4,Dromana Primary School,1.3073,-38.33964,144.95965,Dromana Primary School,1.7,3.0
1813,2-4 Wonga lane McCrae VIC 3938,"[-38.3460239, 144.9407482]",24.7,26.7,Dromana Primary School,1.798,-38.33964,144.95965,Dromana Primary School,2.4,4.4
1814,253 Bayview Road McCrae VIC 3938,"[-38.3631144, 144.9190547]",27.1,25.9,Rosebud Primary School,1.1995,-38.35576,144.909,Rosebud Primary School,3.1,4.4
1815,23 The Avenue McCrae VIC 3938,"[-38.3521864, 144.9276551]",26.3,25.9,Rosebud Primary School,1.6782,-38.35576,144.909,Rosebud Primary School,1.9,3.6
1816,3/5 The Avenue McCrae VIC 3938,"[-38.351048, 144.925774]",26.6,25.6,Rosebud Primary School,1.5567,-38.35576,144.909,Rosebud Primary School,1.7,2.8
1817,1/6 Bentley Road McCrae VIC 3938,"[-38.3625737, 144.9205179]",27.1,26.5,Rosebud Primary School,1.2592,-38.35576,144.909,Rosebud Primary School,3.1,5.0
1818,36 Murray-Anderson Road Rosebud VIC 3939,"[-38.3573215, 144.911745]",27.0,27.0,Rosebud Primary School,0.296,-38.35576,144.909,Rosebud Primary School,0.4,0.9
1819,930 Point Nepean Road Rosebud VIC 3939,"[-38.3555048, 144.9040594]",27.8,26.9,Rosebud Primary School,0.4328,-38.35576,144.909,Rosebud Primary School,0.6,1.0
1820,24 Burunda Road Rosebud VIC 3939,"[-38.3666977, 144.9218067]",28.6,30.0,Rosebud Primary School,1.6513,-38.35576,144.909,Rosebud Primary School,4.6,8.5
1821,336 Eastbourne Road Rosebud VIC 3939,"[-38.3672431, 144.8915393]",29.3,28.2,Rosebud Secondary College,0.3598,-38.36762,144.88745,Rosebud Secondary College,0.4,0.8
1822,89 Third Avenue Rosebud VIC 3939,"[-38.36252899999999, 144.8980734]",29.2,29.7,Our Lady of Fatima School,0.9781,-38.37133,144.89754,Our Lady of Fatima School,1.0,3.5
1823,27 Fourth Avenue Rosebud VIC 3939,"[-38.3591321, 144.8991481]",28.5,28.5,Rosebud Primary School,0.9389,-38.35576,144.909,Rosebud Primary School,1.4,2.6
1824,144 Sixth Avenue Rosebud VIC 3939,"[-38.3645763, 144.9005668]",28.8,28.4,Our Lady of Fatima School,0.795,-38.37133,144.89754,Our Lady of Fatima School,1.0,3.0
1825,4 Madura Street Rosebud VIC 3939,"[-38.3549338, 144.9178937]",26.5,25.5,Rosebud Primary School,0.7828,-38.35576,144.909,Rosebud Primary School,1.1,2.9
1826,9 Teatree Place Rosebud VIC 3939,"[-38.3661931, 144.8971704]",29.0,28.3,Our Lady of Fatima School,0.5711,-38.37133,144.89754,Our Lady of Fatima School,0.7,2.0
1827,1A Lyon Street Rosebud VIC 3939,"[-38.3569685, 144.9164317]",26.6,25.9,Rosebud Primary School,0.6633,-38.35576,144.909,Rosebud Primary School,0.8,2.1
1828,5 Woodland Way Fingal VIC 3939,"[-38.4096896, 144.8544938]",35.8,36.4,Boneo Primary School,2.8738,-38.41187,144.88728,Boneo Primary School,4.7,7.4
1829,38 Sixth Avenue Rosebud VIC 3939,"[-38.3592001, 144.9007638]",28.4,28.5,Rosebud Primary School,0.8149,-38.35576,144.909,Rosebud Primary School,1.2,2.7
1830,67 Jetty Road Rosebud VIC 3939,"[-38.3614794, 144.9092943]",28.5,27.0,Rosebud Primary School,0.6354,-38.35576,144.909,Rosebud Primary School,0.6,1.2
1831,45 Ashenden Square Rosebud VIC 3939,"[-38.3686478, 144.8916253]",29.4,28.9,Rosebud Secondary College,0.3823,-38.36762,144.88745,Rosebud Secondary College,0.7,1.9
1832,11 Murray-Anderson Road Rosebud VIC 3939,"[-38.3557816, 144.912218]",27.4,26.9,Rosebud Primary School,0.2813,-38.35576,144.909,Rosebud Primary School,0.5,1.3
1833,26 Eighth Avenue Rosebud VIC 3939,"[-38.3582381, 144.9026733]",28.4,28.9,Rosebud Primary School,0.6176,-38.35576,144.909,Rosebud Primary School,1.2,3.1
1834,178A Jetty Road Rosebud VIC 3939,"[-38.3655949, 144.9085204]",28.0,26.2,Rosebud Primary School,1.0925,-38.35576,144.909,Rosebud Primary School,1.1,2.0
1835,14 Wilson Street Rosebud VIC 3939,"[-38.3561554, 144.9102402]",27.4,27.0,Rosebud Primary School,0.1169,-38.35576,144.909,Rosebud Primary School,0.4,1.2
1836,49 Fifth Avenue Rosebud VIC 3939,"[-38.3599193, 144.9001799]",28.5,28.2,Rosebud Primary School,0.8986,-38.35576,144.909,Rosebud Primary School,1.4,2.4
1837,19 Grenville Grove Capel Sound VIC 3940,"[-38.368294, 144.8680724]",31.7,32.5,Tootgarook Primary School,0.9488,-38.36948,144.85732,Tootgarook Primary School,1.3,2.8
1838,1/34 Swans Way Capel Sound VIC 3940,"[-38.3726772, 144.8671737]",32.0,33.5,Tootgarook Primary School,0.9314,-38.36948,144.85732,Tootgarook Primary School,1.3,3.9
1839,2/20 Irving Ct Capel Sound VIC 3940,"[-38.3690816, 144.8769254]",31.1,32.1,Eastbourne Primary School,0.7745,-38.37376,144.8835,Eastbourne Primary School,1.8,5.1
1840,3/48 Woyna Avenue Capel Sound VIC 3940,"[-38.3672341, 144.8647851]",31.8,32.7,Tootgarook Primary School,0.6984,-38.36948,144.85732,Tootgarook Primary School,1.0,2.2
1841,5 Illaroo Street Capel Sound VIC 3940,"[-38.3681955, 144.884275]",30.1,29.8,Rosebud Secondary College,0.2847,-38.36762,144.88745,Rosebud Secondary College,0.4,0.7
1842,31 Chatfield Avenue Capel Sound VIC 3940,"[-38.3665018, 144.8783222]",30.7,30.4,Rosebud Secondary College,0.8073,-38.36762,144.88745,Rosebud Secondary College,1.0,1.4
1843,10 Tarwarri Avenue Capel Sound VIC 3940,"[-38.370961, 144.8870689]",30.7,29.5,Rosebud Secondary College,0.3724,-38.36762,144.88745,Rosebud Secondary College,0.7,2.1
1844,84 Broadway Capel Sound VIC 3940,"[-38.3718107, 144.8629157]",32.1,32.5,Tootgarook Primary School,0.5532,-38.36948,144.85732,Tootgarook Primary School,0.7,1.7
1845,17/15 Truemans Road Capel Sound VIC 3940,"[-38.3676648, 144.8634954]",31.7,33.0,Tootgarook Primary School,0.5761,-38.36948,144.85732,Tootgarook Primary School,0.8,1.8
1846,5/1 Chatfield Avenue Capel Sound VIC 3940,"[-38.3639678, 144.8780629]",30.3,30.7,Rosebud Secondary College,0.9151,-38.36762,144.88745,Rosebud Secondary College,1.3,2.0
1847,3/1587 Point Nepean Road Capel Sound VIC 3940,"[-38.3635637, 144.8781339]",30.3,30.6,Rosebud Secondary College,0.9304,-38.36762,144.88745,Rosebud Secondary College,1.3,2.1
1848,2A Pearson Street Capel Sound VIC 3940,"[-38.3666928, 144.8716393]",31.1,30.9,Tootgarook Primary School,1.2891,-38.36948,144.85732,Tootgarook Primary School,1.7,2.9
1849,23 The Galley Capel Sound VIC 3940,"[-38.3673311, 144.8731864]",31.4,32.0,Eastbourne Primary School,1.1496,-38.37376,144.8835,Eastbourne Primary School,2.0,5.0
1850,22 Flamingo Road Capel Sound VIC 3940,"[-38.37046, 144.8697484]",31.5,32.5,Tootgarook Primary School,1.0915,-38.36948,144.85732,Tootgarook Primary School,1.5,3.4
1851,24B Orchid Avenue Capel Sound VIC 3940,"[-38.371591, 144.8720475]",31.6,32.8,Eastbourne Primary School,1.0293,-38.37376,144.8835,Eastbourne Primary School,2.2,5.9
1852,1/24 Florence Avenue Capel Sound VIC 3940,"[-38.369194, 144.866594]",32.0,32.5,Tootgarook Primary School,0.8111,-38.36948,144.85732,Tootgarook Primary School,1.1,2.6
