,name,property_type,years,coordinates,postcode,sa2_coor,closest_sa2,bed,bath,car,Income,Population,week_rent,real_distance,real_duration,real_station_distance,real_station_duration
92,412/7 Katherine Place Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8201858, 144.9564628]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,1.0,1.0,,126197.0,47618.39999999997,400.0,0.9,2.0,1.5,2.8
93,1201/118-134 ABeckett Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.809359, 144.959739]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,1.0,1.0,,126197.0,47618.39999999997,430.0,0.8,1.8,0.3,0.8
94,2606/157 A'beckett street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8099156, 144.9591846]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,1.0,,126197.0,47618.39999999997,690.0,0.7,1.6,0.4,0.9
95,818/139 Lonsdale Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8107954, 144.9683039]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,1.0,,126197.0,47618.39999999997,380.0,0.6,1.5,0.7,1.8
96,304/58 La Trobe Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8084287, 144.9670537]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,1.0,1.0,,126197.0,47618.39999999997,380.0,0.6,1.3,1.1,2.7
97,208/565 Flinders Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8210586, 144.9559072]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,1.0,1.0,,126197.0,47618.39999999997,400.0,1.2,2.7,0.9,2.4
98,4507/318 Russell Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8091709, 144.966801]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,2.0,,126197.0,47618.39999999997,650.0,0.7,1.7,0.8,1.9
99,1412/25 Therry Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8069574, 144.9610991]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,1.0,,126197.0,47618.39999999997,500.0,0.7,1.5,0.6,1.3
100,18/300 King Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8132242, 144.9546495]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,1.0,,126197.0,47618.39999999997,590.0,0.3,0.8,0.4,1.1
101,924/555 Flinders Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8209711, 144.9564827]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,1.0,1.0,,126197.0,47618.39999999997,480.0,1.4,3.2,1.1,2.9
102,5206/318 Russell Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8091709, 144.966801]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,2.0,,126197.0,47618.39999999997,750.0,0.7,1.7,0.8,1.9
103,2912/350 William Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8112344, 144.9564823]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,1.0,1.0,,126197.0,47618.39999999997,400.0,0.3,0.9,0.1,0.4
104,2511/155 Franklin Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8088259, 144.9595488]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,1.0,,126197.0,47618.39999999997,620.0,0.9,1.7,0.6,1.1
105,2913/350 William Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8112344, 144.9564823]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,2.0,,126197.0,47618.39999999997,500.0,0.3,0.9,0.1,0.4
106,2008/228 La Trobe Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8097514, 144.9626141]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,1.0,1.0,1.0,126197.0,47618.39999999997,600.0,1.0,2.4,0.5,1.2
107,2905/483 Swanston Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8072179, 144.9623358]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,1.0,,126197.0,47618.39999999997,530.0,0.9,1.8,0.5,1.1
108,308/65 Elizabeth Street Melbourne VIC 3000,Studio,2022,"[-37.8167854, 144.964073]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,0.0,1.0,,126197.0,47618.39999999997,295.0,1.0,1.9,2.4,5.2
109,1002/233 Collins St Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8160052, 144.9661758]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,1.0,1.0,,126197.0,47618.39999999997,450.0,1.3,2.9,2.5,5.7
110,1306/618 Lonsdale Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8142509, 144.9539845]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,1.0,,126197.0,47618.39999999997,515.0,0.3,1.2,0.7,1.7
111,120 Abekcett Street Melbourne VIC 3000,Carspace,2022,"[-37.8093086, 144.9597389]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,0.0,1.0,1.0,126197.0,47618.39999999997,65.33333333333334,0.9,1.7,0.3,0.7
112,1506B/639 Little Lonsdale Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8141942, 144.9521662]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,1.0,1.0,,126197.0,47618.39999999997,520.0,0.4,1.4,0.6,2.0
113,2707B/639 Little Lonsdale Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8141942, 144.9521662]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,1.0,1.0,,126197.0,47618.39999999997,520.0,0.4,1.4,0.6,2.0
114,1215/39 Lonsdale Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.80992639999999, 144.9711317]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,1.0,,126197.0,47618.39999999997,420.0,0.5,1.6,0.6,1.2
115,5803/370 Queen Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8101314, 144.9587648]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,1.0,1.0,,126197.0,47618.39999999997,580.0,0.6,1.6,0.4,1.1
116,1016/233 Collins St Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8160052, 144.9661758]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,1.0,,126197.0,47618.39999999997,460.0,1.3,2.9,2.5,5.7
117,4501/33 Rose Lane Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8150137, 144.9538694]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,1.0,1.0,,126197.0,47618.39999999997,420.0,0.4,1.1,0.6,1.5
118,2803/483 Swanston Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8072179, 144.9623358]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,1.0,,126197.0,47618.39999999997,600.0,0.9,1.8,0.5,1.1
119,201/108 Flinders Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8161924, 144.971196]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,1.0,,126197.0,47618.39999999997,400.0,0.6,1.4,1.9,4.2
120,2105/39 Lonsdale Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.80992639999999, 144.9711317]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,1.0,,126197.0,47618.39999999997,440.0,0.5,1.6,0.6,1.2
121,2803/318 Russell Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8091709, 144.966801]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,2.0,,126197.0,47618.39999999997,720.0,0.7,1.7,0.8,1.9
122,135 Abekcett Street Melbourne VIC 3000,Carspace,2022,"[-37.8097879, 144.9596466]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,0.0,1.0,1.0,126197.0,47618.39999999997,63.0,0.8,1.8,0.4,0.8
123,907/270 King Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.813751, 144.9550317]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,2.0,,126197.0,47618.39999999997,500.0,0.4,1.3,0.6,1.4
124,2401/8 Franklin Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8074591, 144.9619559]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,2.0,,126197.0,47618.39999999997,670.0,0.9,1.7,0.5,1.1
125,3104/22 Jane Bell Lane Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8102205, 144.9662652]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,1.0,1.0,126197.0,47618.39999999997,700.0,0.6,1.4,0.8,2.0
126,205/500 Flinders Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8200193, 144.9578273]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,1.0,1.0,,126197.0,47618.39999999997,400.0,0.8,1.7,1.6,3.3
127,1204/333 Exhibition St Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8078948, 144.9685862]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,1.0,1.0,,126197.0,47618.39999999997,480.0,0.9,2.2,1.0,2.4
128,0614/233 Collins St Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8160052, 144.9661758]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,1.0,1.0,,126197.0,47618.39999999997,400.0,1.3,2.9,2.5,5.7
129,2402/11 Rose Lane Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.815446, 144.9541165]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,1.0,1.0,126197.0,47618.39999999997,550.0,0.9,2.3,1.5,3.0
130,CARPARK/200 Spencer Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8163003, 144.953168]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,1.0,1.0,1.0,126197.0,47618.39999999997,55.0,0.8,1.8,1.3,2.4
131,1108/68 La Trobe Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8083648, 144.9667899]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,1.0,1.0,126197.0,47618.39999999997,550.0,0.6,1.3,1.2,2.7
132,1707/243 Franklin Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.809763, 144.9569891]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,1.0,,126197.0,47618.39999999997,480.0,0.7,1.6,0.5,1.1
133,4703/560 Lonsdale Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8140313, 144.9556025]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,1.0,1.0,,126197.0,47618.39999999997,500.0,0.5,1.2,0.4,1.0
134,204/445 Elizabeth Street Melbourne VIC 3000,Studio,2022,"[-37.8086858, 144.9602751]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,1.0,1.0,,126197.0,47618.39999999997,220.0,1.0,1.9,0.7,1.3
135,233 Collins Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8160052, 144.9661758]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,1.0,,126197.0,47618.39999999997,470.0,1.3,2.9,2.5,5.7
136,2108/11 Rose Lane Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.815446, 144.9541165]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,1.0,,126197.0,47618.39999999997,600.0,0.9,2.3,1.5,3.0
137,2806/27 Lt Collins Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8128985, 144.9727786]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,1.0,1.0,,126197.0,47618.39999999997,500.0,0.4,1.1,0.6,1.5
138,2901/11 Rose Lane Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.815446, 144.9541165]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,1.0,1.0,126197.0,47618.39999999997,575.0,0.9,2.3,1.5,3.0
139,2102/25 Therry Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8069574, 144.9610991]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,1.0,1.0,,126197.0,47618.39999999997,480.0,0.7,1.5,0.6,1.3
140,4808/639 Little Lonsdale Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8141942, 144.9521662]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,2.0,1.0,126197.0,47618.39999999997,700.0,0.4,1.4,0.6,2.0
141,1207/268 Flinders Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8178134, 144.9655688]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,1.0,1.0,,126197.0,47618.39999999997,300.0,1.3,2.9,2.3,5.5
142,1603/565 Flinders Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8210586, 144.9559072]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,1.0,1.0,1.0,126197.0,47618.39999999997,430.0,1.2,2.7,0.9,2.4
143,508/455 Elizabeth Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8084293, 144.9602064]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,1.0,,126197.0,47618.39999999997,430.0,0.7,1.4,0.4,0.8
144,Carpark/33 Rose Lane Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8154398, 144.9540383]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,1.0,1.0,1.0,126197.0,47618.39999999997,55.0,0.9,2.3,1.5,3.0
145,5901/462 Elizabeth St Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.807859, 144.960611]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,2.0,,126197.0,47618.39999999997,650.0,0.8,1.6,0.4,0.9
146,313/140 Little Collins Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.813462799999996, 144.969041]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,1.0,1.0,,126197.0,47618.39999999997,495.0,0.5,1.2,0.6,1.6
147,1206/639 Little Lonsdale Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8141942, 144.9521662]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,1.0,1.0,,126197.0,47618.39999999997,550.0,0.4,1.4,0.6,2.0
148,309/402-408 La Trobe Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8111586, 144.9577218]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,1.0,,126197.0,47618.39999999997,450.0,0.6,1.8,0.4,1.3
149,1503/181 ABeckett Street Melbourne VIC 3000,Studio,2022,"[-37.8101564, 144.9581958]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,1.0,1.0,,126197.0,47618.39999999997,370.0,0.6,1.4,0.4,0.9
150,3304/639 Lonsdale Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8150689, 144.9534096]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,1.0,1.0,,126197.0,47618.39999999997,450.0,0.7,1.7,1.6,2.9
151,3711/157 Abeckett Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8099156, 144.9591846]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,2.0,,126197.0,47618.39999999997,730.0,0.7,1.6,0.4,0.9
152,2606/483 Swanston Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8072179, 144.9623358]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,1.0,,126197.0,47618.39999999997,660.0,0.9,1.8,0.5,1.1
153,5008/639 Little lonsdale street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8141942, 144.9521662]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,2.0,1.0,126197.0,47618.39999999997,750.0,0.4,1.4,0.6,2.0
154,2304/250 Elizabeth Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.812564, 144.9628184]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,1.0,1.0,,126197.0,47618.39999999997,460.0,1.1,2.2,0.6,1.3
155,2504/442 Elizabeth Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8082901, 144.9608496]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,1.0,,126197.0,47618.39999999997,600.0,0.7,1.4,0.4,0.8
156,0203/233 Collins St Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8160052, 144.9661758]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,1.0,,126197.0,47618.39999999997,520.0,1.3,2.9,2.5,5.7
157,7021Y/220 Spencer Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8157157, 144.9529559]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,1.0,1.0,1.0,126197.0,47618.39999999997,55.0,0.8,1.9,1.4,2.5
158,1501/568 St Kilda Road Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8471627, 144.978741]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,1.0,1.0,1.0,126197.0,47618.39999999997,430.0,0.4,0.8,1.2,2.2
159,1903/462 Elizabeth St Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.807859, 144.960611]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,1.0,1.0,,126197.0,47618.39999999997,460.0,0.8,1.6,0.4,0.9
160,1510/22-24 Jane Bell Lane Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8102205, 144.9662652]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,1.0,1.0,,126197.0,47618.39999999997,470.0,0.6,1.4,0.8,2.0
161,1104/23 Mackenzie Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8075453, 144.9673268]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,2.0,,126197.0,47618.39999999997,650.0,0.7,1.7,1.0,2.2
162,402/33 Rose Lane Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8150137, 144.9538694]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,2.0,1.0,126197.0,47618.39999999997,550.0,0.4,1.1,0.6,1.5
163,206/639 Little Bourke Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8161004, 144.9535691]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,4.0,2.0,,126197.0,47618.39999999997,650.0,0.9,2.1,1.4,2.7
164,603/2 Queen Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8185746, 144.9627257]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,1.0,1.0,,126197.0,47618.39999999997,No Available,1.0,2.2,2.3,5.7
165,803/228 Abeckett Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8103101, 144.9566423]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,1.0,,126197.0,47618.39999999997,525.0,0.5,1.2,0.3,0.7
166,1214/22-24 Jane Bell Lane Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8102205, 144.9662652]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,1.0,,126197.0,47618.39999999997,500.0,0.6,1.4,0.8,2.0
167,500 FLINDERS STREET Melbourne VIC 3000,Studio,2022,"[-37.8200193, 144.9578273]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,0.0,1.0,,126197.0,47618.39999999997,380.0,0.8,1.7,1.6,3.3
168,215/181 Exhibition Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8114561, 144.970058]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,1.0,1.0,1.0,126197.0,47618.39999999997,60.0,0.1,0.4,0.4,1.0
169,1408/483 Swanston Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8072179, 144.9623358]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,1.0,,126197.0,47618.39999999997,520.0,0.9,1.8,0.5,1.1
170,110/68 La Trobe Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8083648, 144.9667899]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,1.0,1.0,1.0,126197.0,47618.39999999997,60.0,0.6,1.3,1.2,2.7
171,CARPARK/442 Elizabeth Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8083542, 144.9607272]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,1.0,1.0,1.0,126197.0,47618.39999999997,60.0,0.9,1.7,0.3,0.6
172,3803/483 Swanston Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8073886, 144.962087]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,3.0,2.0,,126197.0,47618.39999999997,0.0,0.9,1.8,0.5,1.1
173,714/268 Flinders Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.8178283, 144.9655259]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,2.0,1.0,,126197.0,47618.39999999997,0.0,1.3,2.9,2.3,5.5
174,7302/462 Elizabeth Street Melbourne VIC 3000,Apartment / Unit / Flat,2022,"[-37.807859, 144.960611]",3000,"[xcoord    144.962765
ycoord    -37.813377
Name: Melbourne, dtype: float64]",Melbourne,3.0,2.0,1.0,126197.0,47618.39999999997,100.0,0.8,1.6,0.4,0.9
