,name,property_type,years,coordinates,postcode,sa2_coor,closest_sa2,bed,bath,car,Income,Population,week_rent,real_distance,real_duration,real_station_distance,real_station_duration
6709,1/16 Paula Crescent Doncaster East VIC 3109,Apartment / Unit / Flat,2022,"[-37.797998, 145.168496]",3162,"[xcoord    145.007466
ycoord    -37.887186
Name: Elsternwick, dtype: float64, xcoord    145.025921
ycoord    -37.890694
Name: Caulfield - South, dtype: float64]",Caulfield - South,2.0,1.0,1.0,95905.8095238097,19063.713281249977,450.0,1.0,2.5,0.6,1.1
6710,1/12 Hamilton Crescent Doncaster East VIC 3109,House,2022,"[-37.791814, 145.15404]",3162,"[xcoord    145.007466
ycoord    -37.887186
Name: Elsternwick, dtype: float64, xcoord    145.025921
ycoord    -37.890694
Name: Caulfield - South, dtype: float64]",Caulfield - South,3.0,1.0,1.0,95905.8095238097,19063.713281249977,550.0,0.2,0.7,2.0,3.1
6711,17 Daly Street Doncaster East VIC 3109,Apartment / Unit / Flat,2022,"[-37.7920559, 145.1448911]",3162,"[xcoord    145.007466
ycoord    -37.887186
Name: Elsternwick, dtype: float64, xcoord    145.025921
ycoord    -37.890694
Name: Caulfield - South, dtype: float64]",Caulfield - South,3.0,1.0,1.0,95905.8095238097,19063.713281249977,500.0,1.9,3.7,0.8,1.5
6712,1/25 Wooddale Grove Donvale VIC 3111,House,2022,"[-37.80454599999999, 145.193007]",3162,"[xcoord    145.007466
ycoord    -37.887186
Name: Elsternwick, dtype: float64, xcoord    145.025921
ycoord    -37.890694
Name: Caulfield - South, dtype: float64]",Caulfield - South,3.0,1.0,1.0,95905.8095238097,19063.713281249977,510.0,0.6,1.9,1.0,2.3
6713,1 Glika Street Donvale VIC 3111,Townhouse,2022,"[-37.7944454, 145.1708501]",3162,"[xcoord    145.007466
ycoord    -37.887186
Name: Elsternwick, dtype: float64, xcoord    145.025921
ycoord    -37.890694
Name: Caulfield - South, dtype: float64]",Caulfield - South,2.0,1.0,1.0,95905.8095238097,19063.713281249977,375.0,1.1,2.2,1.9,2.5
6714,9/314A Reynolds Road Donvale VIC 3111,Apartment / Unit / Flat,2022,"[-37.7662582, 145.190657]",3162,"[xcoord    145.007466
ycoord    -37.887186
Name: Elsternwick, dtype: float64, xcoord    145.025921
ycoord    -37.890694
Name: Caulfield - South, dtype: float64]",Caulfield - South,2.0,1.0,1.0,95905.8095238097,19063.713281249977,430.0,1.9,2.5,2.2,3.2
6715,24 Oregon Drive Donvale VIC 3111,Apartment / Unit / Flat,2022,"[-37.7929346, 145.1728772]",3162,"[xcoord    145.007466
ycoord    -37.887186
Name: Elsternwick, dtype: float64, xcoord    145.025921
ycoord    -37.890694
Name: Caulfield - South, dtype: float64]",Caulfield - South,2.0,1.0,1.0,95905.8095238097,19063.713281249977,550.0,1.4,3.0,1.4,2.2
6716,48 Beckett Road Donvale VIC 3111,Apartment / Unit / Flat,2022,"[-37.8032806, 145.2050143]",3163,"[xcoord    145.041936
ycoord    -37.899192
Name: Ormond - Glen Huntly, dtype: float64, xcoord    145.025921
ycoord    -37.890694
Name: Caulfield - South, dtype: float64, xcoord    145.056346
ycoord    -37.892768
Name: Carnegie, dtype: float64, xcoord    145.070288
ycoord    -37.895065
Name: Murrumbeena, dtype: float64]",Caulfield - South,2.0,1.0,1.0,95905.8095238097,19063.713281249977,350.0,1.3,2.3,0.6,1.4
6717,97 Lisbeth Avenue Donvale VIC 3111,Apartment / Unit / Flat,2022,"[-37.8033993, 145.2013471]",3162,"[xcoord    145.007466
ycoord    -37.887186
Name: Elsternwick, dtype: float64, xcoord    145.025921
ycoord    -37.890694
Name: Caulfield - South, dtype: float64]",Elsternwick,2.0,1.0,1.0,106595.99047619013,12880.166281960204,430.0,5.1,7.9,1.4,2.7
6718,10 Hamal Street Donvale VIC 3111,Apartment / Unit / Flat,2022,"[-37.7935653, 145.1715079]",3162,"[xcoord    145.007466
ycoord    -37.887186
Name: Elsternwick, dtype: float64, xcoord    145.025921
ycoord    -37.890694
Name: Caulfield - South, dtype: float64]",Elsternwick,2.0,1.0,1.0,106595.99047619013,12880.166281960204,460.0,1.2,2.4,1.5,2.1
6719,2/33 Leslie Street Donvale VIC 3111,Apartment / Unit / Flat,2022,"[-37.781148, 145.17946]",3162,"[xcoord    145.007466
ycoord    -37.887186
Name: Elsternwick, dtype: float64, xcoord    145.025921
ycoord    -37.890694
Name: Caulfield - South, dtype: float64]",Elsternwick,2.0,1.0,,106595.99047619013,12880.166281960204,340.0,1.0,3.9,1.3,2.4
6720,19 Aranga Crescent Donvale VIC 3111,Apartment / Unit / Flat,2022,"[-37.8008408, 145.172144]",3162,"[xcoord    145.007466
ycoord    -37.887186
Name: Elsternwick, dtype: float64, xcoord    145.025921
ycoord    -37.890694
Name: Caulfield - South, dtype: float64]",Elsternwick,2.0,1.0,1.0,106595.99047619013,12880.166281960204,330.0,0.8,1.8,1.2,2.3
6721,2/37 Wooddale Grove Donvale VIC 3111,House,2022,"[-37.8034743, 145.1933677]",3162,"[xcoord    145.007466
ycoord    -37.887186
Name: Elsternwick, dtype: float64, xcoord    145.025921
ycoord    -37.890694
Name: Caulfield - South, dtype: float64]",Elsternwick,,,,106595.99047619013,12880.166281960204,0.0,0.8,2.3,1.6,2.6
6722,12 Cerberus Street Donvale VIC 3111,House,2022,"[-37.8001683, 145.1703111]",3162,"[xcoord    145.007466
ycoord    -37.887186
Name: Elsternwick, dtype: float64, xcoord    145.025921
ycoord    -37.890694
Name: Caulfield - South, dtype: float64]",Elsternwick,3.0,2.0,1.0,106595.99047619013,12880.166281960204,720.0,0.5,1.2,2.2,2.9
6723,30 Lynne Street Donvale VIC 3111,Apartment / Unit / Flat,2022,"[-37.7968777, 145.1731205]",3185,"[xcoord    145.007466
ycoord    -37.887186
Name: Elsternwick, dtype: float64, xcoord    144.998244
ycoord    -37.867249
Name: St Kilda East, dtype: float64]",Elsternwick,3.0,1.0,1.0,106595.99047619013,12880.166281960204,565.0,0.5,1.3,0.8,1.3
6724,13 1137-1139 Doncaster Road Donvale VIC 3111,Apartment / Unit / Flat,2022,"[-37.7901298, 145.1732235]",3185,"[xcoord    145.007466
ycoord    -37.887186
Name: Elsternwick, dtype: float64, xcoord    144.998244
ycoord    -37.867249
Name: St Kilda East, dtype: float64]",Elsternwick,2.0,1.0,1.0,106595.99047619013,12880.166281960204,595.0,1.6,3.2,0.9,2.0
6725,6 Heads Road Donvale VIC 3111,Apartment / Unit / Flat,2022,"[-37.7986958, 145.1957386]",3185,"[xcoord    145.007466
ycoord    -37.887186
Name: Elsternwick, dtype: float64, xcoord    144.998244
ycoord    -37.867249
Name: St Kilda East, dtype: float64]",Elsternwick,1.0,1.0,1.0,106595.99047619013,12880.166281960204,470.0,0.9,2.1,0.6,1.0
6726,2/144 Mitcham Road Donvale VIC 3111,Apartment / Unit / Flat,2022,"[-37.8007445, 145.1831006]",3185,"[xcoord    145.007466
ycoord    -37.887186
Name: Elsternwick, dtype: float64, xcoord    144.998244
ycoord    -37.867249
Name: St Kilda East, dtype: float64]",Elsternwick,2.0,1.0,1.0,106595.99047619013,12880.166281960204,395.0,1.2,2.6,0.4,0.9
6727,15A Albert Road North Warrandyte VIC 3113,Apartment / Unit / Flat,2022,"[-37.7290087, 145.2104508]",3185,"[xcoord    145.007466
ycoord    -37.887186
Name: Elsternwick, dtype: float64, xcoord    144.998244
ycoord    -37.867249
Name: St Kilda East, dtype: float64]",Elsternwick,1.0,1.0,1.0,106595.99047619013,12880.166281960204,400.0,3.5,5.5,0.1,0.6
6728,36 Bradleys Lane North Warrandyte VIC 3113,Apartment / Unit / Flat,2022,"[-37.7370336, 145.2124356]",3185,"[xcoord    145.007466
ycoord    -37.887186
Name: Elsternwick, dtype: float64, xcoord    144.998244
ycoord    -37.867249
Name: St Kilda East, dtype: float64]",Elsternwick,1.0,1.0,1.0,106595.99047619013,12880.166281960204,350.0,2.4,4.3,1.3,2.0
6729,Warrandyte VIC 3113,Apartment / Unit / Flat,2022,"[-37.7473655, 145.2099924]",3185,"[xcoord    145.007466
ycoord    -37.887186
Name: Elsternwick, dtype: float64, xcoord    144.998244
ycoord    -37.867249
Name: St Kilda East, dtype: float64]",Elsternwick,2.0,1.0,1.0,106595.99047619013,12880.166281960204,550.0,0.5,1.5,0.8,1.4
6730,389A Heidelberg-Warrandyte Road Warrandyte VIC 3113,Apartment / Unit / Flat,2022,"[-37.7448691, 145.2040651]",3185,"[xcoord    145.007466
ycoord    -37.887186
Name: Elsternwick, dtype: float64, xcoord    144.998244
ycoord    -37.867249
Name: St Kilda East, dtype: float64]",Elsternwick,3.0,1.0,1.0,106595.99047619013,12880.166281960204,625.0,0.8,1.9,0.8,1.3
6731,234 Heidelberg-Warrandyte Road Warrandyte VIC 3113,House,2022,"[-37.7483689, 145.1835718]",3185,"[xcoord    145.007466
ycoord    -37.887186
Name: Elsternwick, dtype: float64, xcoord    144.998244
ycoord    -37.867249
Name: St Kilda East, dtype: float64]",Elsternwick,2.0,1.0,2.0,106595.99047619013,12880.166281960204,485.0,0.1,0.1,1.2,2.0
6732,130 Corriedale Crescent Park Orchards VIC 3114,Apartment / Unit / Flat,2022,"[-37.7800084, 145.209329]",3185,"[xcoord    145.007466
ycoord    -37.887186
Name: Elsternwick, dtype: float64, xcoord    144.998244
ycoord    -37.867249
Name: St Kilda East, dtype: float64]",Elsternwick,3.0,2.0,2.0,106595.99047619013,12880.166281960204,570.0,1.0,1.9,1.2,2.4
6733,352 Yarra Road Wonga Park VIC 3115,Apartment / Unit / Flat,2022,"[-37.7477508, 145.2707712]",3185,"[xcoord    145.007466
ycoord    -37.887186
Name: Elsternwick, dtype: float64, xcoord    144.998244
ycoord    -37.867249
Name: St Kilda East, dtype: float64]",Elsternwick,2.0,1.0,1.0,106595.99047619013,12880.166281960204,430.0,2.1,4.6,0.9,1.6
6734,51 Botanica Drive Chirnside Park VIC 3116,Apartment / Unit / Flat,2022,"[-37.7489108, 145.3313918]",3185,"[xcoord    145.007466
ycoord    -37.887186
Name: Elsternwick, dtype: float64, xcoord    144.998244
ycoord    -37.867249
Name: St Kilda East, dtype: float64]",Elsternwick,2.0,2.0,1.0,106595.99047619013,12880.166281960204,530.0,2.1,4.4,1.0,1.6
6735,19 Parkview Terrace Chirnside Park VIC 3116,Apartment / Unit / Flat,2022,"[-37.7604558, 145.3048131]",3185,"[xcoord    145.007466
ycoord    -37.887186
Name: Elsternwick, dtype: float64, xcoord    144.998244
ycoord    -37.867249
Name: St Kilda East, dtype: float64]",Elsternwick,2.0,1.0,1.0,106595.99047619013,12880.166281960204,425.0,2.2,6.0,1.9,2.6
6736,1/4 Carole Avenue Chirnside Park VIC 3116,Apartment / Unit / Flat,2022,"[-37.756822, 145.3106555]",3185,"[xcoord    145.007466
ycoord    -37.887186
Name: Elsternwick, dtype: float64, xcoord    144.998244
ycoord    -37.867249
Name: St Kilda East, dtype: float64]",Elsternwick,2.0,2.0,1.0,106595.99047619013,12880.166281960204,630.0,0.8,1.9,1.3,3.2
6737,18 Little Chipping Drive Chirnside Park VIC 3116,Apartment / Unit / Flat,2022,"[-37.7581822, 145.3037873]",3185,"[xcoord    145.007466
ycoord    -37.887186
Name: Elsternwick, dtype: float64, xcoord    144.998244
ycoord    -37.867249
Name: St Kilda East, dtype: float64]",Elsternwick,1.0,1.0,1.0,106595.99047619013,12880.166281960204,320.0,2.6,5.3,0.7,1.8
6738,8 Campus Gate Chirnside Park VIC 3116,Apartment / Unit / Flat,2022,"[-37.7556496, 145.3337265]",3185,"[xcoord    145.007466
ycoord    -37.887186
Name: Elsternwick, dtype: float64, xcoord    144.998244
ycoord    -37.867249
Name: St Kilda East, dtype: float64]",Elsternwick,2.0,1.0,1.0,106595.99047619013,12880.166281960204,450.0,0.3,0.8,1.6,2.9
6739,32 Oak Court Park Chirnside Park VIC 3116,Apartment / Unit / Flat,2022,"[-37.7190885, 145.3033358]",3185,"[xcoord    145.007466
ycoord    -37.887186
Name: Elsternwick, dtype: float64, xcoord    144.998244
ycoord    -37.867249
Name: St Kilda East, dtype: float64]",Elsternwick,3.0,2.0,2.0,106595.99047619013,12880.166281960204,830.0,5.9,14.6,0.6,1.0
6740,2/119 Victoria Road Chirnside Park VIC 3116,Apartment / Unit / Flat,2022,"[-37.7485766, 145.3362327]",3185,"[xcoord    145.007466
ycoord    -37.887186
Name: Elsternwick, dtype: float64, xcoord    144.998244
ycoord    -37.867249
Name: St Kilda East, dtype: float64]",Elsternwick,1.0,1.0,1.0,106595.99047619013,12880.166281960204,290.0,0.7,1.0,1.3,3.4
6741,29 Edward Road Chirnside Park VIC 3116,Apartment / Unit / Flat,2022,"[-37.7540449, 145.3163579]",3185,"[xcoord    145.007466
ycoord    -37.887186
Name: Elsternwick, dtype: float64, xcoord    144.998244
ycoord    -37.867249
Name: St Kilda East, dtype: float64]",Elsternwick,1.0,1.0,1.0,106595.99047619013,12880.166281960204,440.0,0.9,2.7,0.1,0.6
6742,12-14 Campus Gate Chirnside Park VIC 3116,Apartment / Unit / Flat,2022,"[-37.7555913, 145.3329846]",3185,"[xcoord    145.007466
ycoord    -37.887186
Name: Elsternwick, dtype: float64, xcoord    144.998244
ycoord    -37.867249
Name: St Kilda East, dtype: float64]",Elsternwick,2.0,1.0,1.0,106595.99047619013,12880.166281960204,450.0,0.4,1.1,1.1,2.3
6743,13/160 Coppin Street Richmond VIC 3121,Apartment / Unit / Flat,2022,"[-37.823439, 145.002756]",3185,"[xcoord    145.007466
ycoord    -37.887186
Name: Elsternwick, dtype: float64, xcoord    144.998244
ycoord    -37.867249
Name: St Kilda East, dtype: float64]",Elsternwick,2.0,2.0,1.0,106595.99047619013,12880.166281960204,580.0,1.1,1.8,0.3,0.6
6744,11 Corsair Street Richmond VIC 3121,Apartment / Unit / Flat,2022,"[-37.8222713, 145.0055396]",3185,"[xcoord    145.007466
ycoord    -37.887186
Name: Elsternwick, dtype: float64, xcoord    144.998244
ycoord    -37.867249
Name: St Kilda East, dtype: float64]",Elsternwick,2.0,1.0,1.0,106595.99047619013,12880.166281960204,410.0,0.9,1.8,0.5,1.2
6745,5/26 Union Street Richmond VIC 3121,Apartment / Unit / Flat,2022,"[-37.8193463, 144.9929609]",3185,"[xcoord    145.007466
ycoord    -37.887186
Name: Elsternwick, dtype: float64, xcoord    144.998244
ycoord    -37.867249
Name: St Kilda East, dtype: float64]",Elsternwick,1.0,1.0,1.0,106595.99047619013,12880.166281960204,495.0,0.6,1.5,1.2,2.6
6746,1/8 Murphy Street Richmond VIC 3121,House,2022,"[-37.8177286, 145.0046034]",3185,"[xcoord    145.007466
ycoord    -37.887186
Name: Elsternwick, dtype: float64, xcoord    144.998244
ycoord    -37.867249
Name: St Kilda East, dtype: float64]",Elsternwick,6.0,3.0,2.0,106595.99047619013,12880.166281960204,1950.0,0.4,1.3,0.6,1.5
6747,45/69 Palmer Street Richmond VIC 3121,Apartment / Unit / Flat,2022,"[-37.8186699, 145.0079178]",3185,"[xcoord    145.007466
ycoord    -37.887186
Name: Elsternwick, dtype: float64, xcoord    144.998244
ycoord    -37.867249
Name: St Kilda East, dtype: float64]",Elsternwick,2.0,1.0,1.0,106595.99047619013,12880.166281960204,520.0,0.4,0.9,0.3,1.1
6748,15/2 The Vaucluse Richmond VIC 3121,House,2022,"[-37.8211386, 144.995684]",3185,"[xcoord    145.007466
ycoord    -37.887186
Name: Elsternwick, dtype: float64, xcoord    144.998244
ycoord    -37.867249
Name: St Kilda East, dtype: float64]",Elsternwick,4.0,1.0,2.0,106595.99047619013,12880.166281960204,800.0,0.9,2.4,1.2,2.2
6749,4 Wells Street Richmond VIC 3121,Apartment / Unit / Flat,2022,"[-37.8114226, 145.0034133]",3185,"[xcoord    145.007466
ycoord    -37.887186
Name: Elsternwick, dtype: float64, xcoord    144.998244
ycoord    -37.867249
Name: St Kilda East, dtype: float64]",Elsternwick,2.0,1.0,1.0,106595.99047619013,12880.166281960204,495.0,0.8,1.9,0.7,1.3
6750,5/47 Mary Street Richmond VIC 3121,Apartment / Unit / Flat,2022,"[-37.821286, 145.0022807]",3185,"[xcoord    145.007466
ycoord    -37.887186
Name: Elsternwick, dtype: float64, xcoord    144.998244
ycoord    -37.867249
Name: St Kilda East, dtype: float64]",Elsternwick,2.0,2.0,1.0,106595.99047619013,12880.166281960204,610.0,0.7,2.2,0.6,1.0
6751,4/137 Coppin Street Richmond VIC 3121,Townhouse,2022,"[-37.8231235, 145.0032421]",3185,"[xcoord    145.007466
ycoord    -37.887186
Name: Elsternwick, dtype: float64, xcoord    144.998244
ycoord    -37.867249
Name: St Kilda East, dtype: float64]",Elsternwick,2.0,2.0,1.0,106595.99047619013,12880.166281960204,650.0,1.2,1.9,0.8,2.4
6752,410/253 Bridge Road Richmond VIC 3121,Apartment / Unit / Flat,2022,"[-37.8183625, 144.9979542]",3185,"[xcoord    145.007466
ycoord    -37.887186
Name: Elsternwick, dtype: float64, xcoord    144.998244
ycoord    -37.867249
Name: St Kilda East, dtype: float64]",Elsternwick,2.0,1.0,1.0,106595.99047619013,12880.166281960204,530.0,0.5,1.1,0.7,1.6
6753,46 Loyola Grove Richmond VIC 3121,Apartment / Unit / Flat,2022,"[-37.8295799, 145.0121579]",3185,"[xcoord    145.007466
ycoord    -37.887186
Name: Elsternwick, dtype: float64, xcoord    144.998244
ycoord    -37.867249
Name: St Kilda East, dtype: float64]",Elsternwick,2.0,1.0,1.0,106595.99047619013,12880.166281960204,320.0,1.7,3.5,1.1,2.9
6754,25 Chestnut Street Richmond VIC 3121,Apartment / Unit / Flat,2022,"[-37.8274344, 144.9957153]",3185,"[xcoord    145.007466
ycoord    -37.887186
Name: Elsternwick, dtype: float64, xcoord    144.998244
ycoord    -37.867249
Name: St Kilda East, dtype: float64]",Elsternwick,2.0,2.0,1.0,106595.99047619013,12880.166281960204,530.0,0.5,2.0,1.1,1.7
6755,405/14 David Street Richmond VIC 3121,House,2022,"[-37.8150844, 145.0114793]",3185,"[xcoord    145.007466
ycoord    -37.887186
Name: Elsternwick, dtype: float64, xcoord    144.998244
ycoord    -37.867249
Name: St Kilda East, dtype: float64]",Elsternwick,3.0,2.0,4.0,106595.99047619013,12880.166281960204,850.0,0.5,1.1,1.7,2.4
6756,3/34 Leslie Street Richmond VIC 3121,Apartment / Unit / Flat,2022,"[-37.8132125, 145.0067341]",3185,"[xcoord    145.007466
ycoord    -37.887186
Name: Elsternwick, dtype: float64, xcoord    144.998244
ycoord    -37.867249
Name: St Kilda East, dtype: float64]",Elsternwick,2.0,2.0,,106595.99047619013,12880.166281960204,420.0,0.4,1.3,1.0,1.9
6757,5/69 River Street Richmond VIC 3121,Townhouse,2022,"[-37.8185419, 145.0137411]",3185,"[xcoord    145.007466
ycoord    -37.887186
Name: Elsternwick, dtype: float64, xcoord    144.998244
ycoord    -37.867249
Name: St Kilda East, dtype: float64]",Elsternwick,3.0,1.0,2.0,106595.99047619013,12880.166281960204,635.0,0.7,1.4,1.4,2.3
6758,25 Hull Street Richmond VIC 3121,Townhouse,2022,"[-37.8172327, 144.9978165]",3185,"[xcoord    145.007466
ycoord    -37.887186
Name: Elsternwick, dtype: float64, xcoord    144.998244
ycoord    -37.867249
Name: St Kilda East, dtype: float64]",Elsternwick,3.0,2.0,1.0,106595.99047619013,12880.166281960204,750.0,0.7,1.4,1.2,2.8
6759,2 Appleton Street Richmond VIC 3121,Apartment / Unit / Flat,2022,"[-37.8155703, 145.009489]",3185,"[xcoord    145.007466
ycoord    -37.887186
Name: Elsternwick, dtype: float64, xcoord    144.998244
ycoord    -37.867249
Name: St Kilda East, dtype: float64]",Elsternwick,3.0,2.0,1.0,106595.99047619013,12880.166281960204,515.0,0.2,0.6,1.0,1.9
6760,107/28 Burnley Street Richmond VIC 3121,Apartment / Unit / Flat,2022,"[-37.8130651, 145.0091982]",3185,"[xcoord    145.007466
ycoord    -37.887186
Name: Elsternwick, dtype: float64, xcoord    144.998244
ycoord    -37.867249
Name: St Kilda East, dtype: float64]",Elsternwick,2.0,1.0,1.0,106595.99047619013,12880.166281960204,420.0,0.5,1.0,1.2,2.0
6761,6 Fordham Court Richmond VIC 3121,Apartment / Unit / Flat,2022,"[-37.82024699999999, 144.995196]",3185,"[xcoord    145.007466
ycoord    -37.887186
Name: Elsternwick, dtype: float64, xcoord    144.998244
ycoord    -37.867249
Name: St Kilda East, dtype: float64]",Elsternwick,2.0,1.0,1.0,106595.99047619013,12880.166281960204,450.0,0.5,1.6,0.3,1.2
6762,104/8 Garfield Street Richmond VIC 3121,Apartment / Unit / Flat,2022,"[-37.81210799999999, 144.992552]",3185,"[xcoord    145.007466
ycoord    -37.887186
Name: Elsternwick, dtype: float64, xcoord    144.998244
ycoord    -37.867249
Name: St Kilda East, dtype: float64]",Elsternwick,1.0,1.0,1.0,106595.99047619013,12880.166281960204,340.0,0.4,0.9,1.2,2.6
6763,121 Lord Street Richmond VIC 3121,Apartment / Unit / Flat,2022,"[-37.8239815, 145.0045819]",3185,"[xcoord    145.007466
ycoord    -37.887186
Name: Elsternwick, dtype: float64, xcoord    144.998244
ycoord    -37.867249
Name: St Kilda East, dtype: float64]",Elsternwick,1.0,1.0,1.0,106595.99047619013,12880.166281960204,390.0,1.2,2.4,0.3,0.8
6764,54 Wellington Street Cremorne VIC 3121,Apartment / Unit / Flat,2022,"[-37.8265799, 144.9894319]",3185,"[xcoord    145.007466
ycoord    -37.887186
Name: Elsternwick, dtype: float64, xcoord    144.998244
ycoord    -37.867249
Name: St Kilda East, dtype: float64]",Elsternwick,2.0,2.0,1.0,106595.99047619013,12880.166281960204,520.0,1.1,3.4,0.4,1.3
6765,283A Burnley Street Richmond VIC 3121,House,2022,"[-37.8231797, 145.0078448]",3185,"[xcoord    145.007466
ycoord    -37.887186
Name: Elsternwick, dtype: float64, xcoord    144.998244
ycoord    -37.867249
Name: St Kilda East, dtype: float64]",Elsternwick,4.0,2.0,2.0,106595.99047619013,12880.166281960204,280.0,1.3,2.4,0.6,2.0
6766,94 Coppin Street Richmond VIC 3121,House,2022,"[-37.8211181, 145.0032152]",3185,"[xcoord    145.007466
ycoord    -37.887186
Name: Elsternwick, dtype: float64, xcoord    144.998244
ycoord    -37.867249
Name: St Kilda East, dtype: float64]",Elsternwick,5.0,3.0,2.0,106595.99047619013,12880.166281960204,400.0,0.5,1.0,0.7,2.1
6767,57 Baker Street Richmond VIC 3121,Apartment / Unit / Flat,2022,"[-37.8117694, 145.0032451]",3185,"[xcoord    145.007466
ycoord    -37.887186
Name: Elsternwick, dtype: float64, xcoord    144.998244
ycoord    -37.867249
Name: St Kilda East, dtype: float64]",Elsternwick,1.0,1.0,1.0,106595.99047619013,12880.166281960204,300.0,1.3,2.2,0.4,0.9
6768,24/343 Church Street Richmond VIC 3121,Duplex,2022,"[-37.8227846, 144.9986851]",3185,"[xcoord    145.007466
ycoord    -37.887186
Name: Elsternwick, dtype: float64, xcoord    144.998244
ycoord    -37.867249
Name: St Kilda East, dtype: float64]",Elsternwick,2.0,1.0,1.0,106595.99047619013,12880.166281960204,575.0,0.1,0.3,0.5,1.3
6769,11 Bennett Street Richmond VIC 3121,Apartment / Unit / Flat,2022,"[-37.8121265, 145.006465]",3185,"[xcoord    145.007466
ycoord    -37.887186
Name: Elsternwick, dtype: float64, xcoord    144.998244
ycoord    -37.867249
Name: St Kilda East, dtype: float64]",Elsternwick,1.0,1.0,1.0,106595.99047619013,12880.166281960204,350.0,0.5,1.9,0.6,1.8
6770,20 Lord Street Richmond VIC 3121,Apartment / Unit / Flat,2022,"[-37.8207326, 145.004773]",3185,"[xcoord    145.007466
ycoord    -37.887186
Name: Elsternwick, dtype: float64, xcoord    144.998244
ycoord    -37.867249
Name: St Kilda East, dtype: float64]",Elsternwick,2.0,1.0,1.0,106595.99047619013,12880.166281960204,385.0,0.5,1.4,1.6,2.3
6771,2 Neptune Street Richmond VIC 3121,Apartment / Unit / Flat,2022,"[-37.8198473, 145.0070031]",3185,"[xcoord    145.007466
ycoord    -37.887186
Name: Elsternwick, dtype: float64, xcoord    144.998244
ycoord    -37.867249
Name: St Kilda East, dtype: float64]",Elsternwick,1.0,1.0,1.0,106595.99047619013,12880.166281960204,400.0,0.6,1.3,0.8,1.3
6772,606/30 Burnley Street Richmond VIC 3121,Apartment / Unit / Flat,2022,"[-37.8131221, 145.0093042]",3185,"[xcoord    145.007466
ycoord    -37.887186
Name: Elsternwick, dtype: float64, xcoord    144.998244
ycoord    -37.867249
Name: St Kilda East, dtype: float64]",Elsternwick,3.0,2.0,2.0,106595.99047619013,12880.166281960204,800.0,0.5,1.0,2.0,2.8
6773,29 Berry Street Richmond VIC 3121,Apartment / Unit / Flat,2022,"[-37.8191637, 144.998556]",3185,"[xcoord    145.007466
ycoord    -37.887186
Name: Elsternwick, dtype: float64, xcoord    144.998244
ycoord    -37.867249
Name: St Kilda East, dtype: float64]",Elsternwick,2.0,1.0,1.0,106595.99047619013,12880.166281960204,450.0,0.6,1.6,0.6,1.6
6774,1/262 Victoria Street Richmond VIC 3121,Apartment / Unit / Flat,2022,"[-37.8105867, 145.0000051]",3163,"[xcoord    145.041936
ycoord    -37.899192
Name: Ormond - Glen Huntly, dtype: float64, xcoord    145.025921
ycoord    -37.890694
Name: Caulfield - South, dtype: float64, xcoord    145.056346
ycoord    -37.892768
Name: Carnegie, dtype: float64, xcoord    145.070288
ycoord    -37.895065
Name: Murrumbeena, dtype: float64]",Carnegie,2.0,1.0,2.0,78957.28571428591,20631.496351207374,420.0,0.3,0.7,1.4,2.5
6775,501/8-10 New Street Richmond VIC 3121,Apartment / Unit / Flat,2022,"[-37.81359399999999, 144.992457]",3163,"[xcoord    145.041936
ycoord    -37.899192
Name: Ormond - Glen Huntly, dtype: float64, xcoord    145.025921
ycoord    -37.890694
Name: Caulfield - South, dtype: float64, xcoord    145.056346
ycoord    -37.892768
Name: Carnegie, dtype: float64, xcoord    145.070288
ycoord    -37.895065
Name: Murrumbeena, dtype: float64]",Carnegie,1.0,1.0,1.0,78957.28571428591,20631.496351207374,340.0,0.3,0.5,0.8,1.7
6776,67/73 River Street Richmond VIC 3121,Apartment / Unit / Flat,2022,"[-37.8191545, 145.0130619]",3163,"[xcoord    145.041936
ycoord    -37.899192
Name: Ormond - Glen Huntly, dtype: float64, xcoord    145.025921
ycoord    -37.890694
Name: Caulfield - South, dtype: float64, xcoord    145.056346
ycoord    -37.892768
Name: Carnegie, dtype: float64, xcoord    145.070288
ycoord    -37.895065
Name: Murrumbeena, dtype: float64]",Carnegie,1.0,1.0,1.0,78957.28571428591,20631.496351207374,295.0,0.5,1.0,0.3,1.0
6777,105/39 Appleton Street Richmond VIC 3121,Apartment / Unit / Flat,2022,"[-37.8150553, 145.0111463]",3163,"[xcoord    145.041936
ycoord    -37.899192
Name: Ormond - Glen Huntly, dtype: float64, xcoord    145.025921
ycoord    -37.890694
Name: Caulfield - South, dtype: float64, xcoord    145.056346
ycoord    -37.892768
Name: Carnegie, dtype: float64, xcoord    145.070288
ycoord    -37.895065
Name: Murrumbeena, dtype: float64]",Carnegie,2.0,1.0,,78957.28571428591,20631.496351207374,375.0,0.5,0.9,1.5,2.9
6778,49 Laity Street Richmond VIC 3121,Apartment / Unit / Flat,2022,"[-37.813313, 145.0027293]",3163,"[xcoord    145.041936
ycoord    -37.899192
Name: Ormond - Glen Huntly, dtype: float64, xcoord    145.025921
ycoord    -37.890694
Name: Caulfield - South, dtype: float64, xcoord    145.056346
ycoord    -37.892768
Name: Carnegie, dtype: float64, xcoord    145.070288
ycoord    -37.895065
Name: Murrumbeena, dtype: float64]",Carnegie,2.0,1.0,1.0,78957.28571428591,20631.496351207374,430.0,1.0,2.2,1.0,2.3
